,커피/Noun,가격/Noun,직원/Noun,분위기/Noun,디저트/Noun
하다/Verb,1.2066204e-13,1.2230104e-18,2.542898e-14,2.6624533e-15,5.9336707e-16
좋다/Adjective,1.2856473e-12,1.0814093e-17,1.5585444e-15,2.8858247e-11,3.2900998e-15
맛있다/Adjective,6.153303e-13,3.5662883e-17,8.74634e-17,1.459671e-13,3.8784253e-14
맛/Noun,2.5587676e-11,5.955761e-15,8.080252e-17,1.4570174e-13,9.883506e-14
커피/Noun,1.0,2.994686e-16,1.05897356e-16,7.660835e-12,4.3334927e-14
있다/Adjective,8.872861e-14,1.413353e-18,1.2518091e-16,3.6835376e-14,9.035552e-17
너무/Adverb,1.397688e-12,2.3172045e-17,3.4778183e-14,1.1579353e-12,5.5219793e-15
먹다/Verb,8.741608e-16,8.023448e-20,4.9520517e-19,1.8733887e-18,2.885018e-17
분위기/Noun,7.660835e-12,2.084296e-17,6.765667e-16,1.0,2.6962087e-14
안/Noun,4.5916084e-16,8.1992857e-20,2.5582878e-16,1.9253807e-17,7.973904e-18
최고/Noun,1.7653634e-13,1.1155912e-19,2.3321381e-17,2.1745912e-14,3.000575e-16
카페/Noun,9.1444633e-14,2.8679318e-18,7.420374e-17,3.171247e-12,1.0344785e-15
없다/Adjective,1.1773893e-15,1.7060131e-18,3.5147383e-16,3.881298e-17,7.0546305e-18
곳/Noun,1.5415397e-14,9.398704e-19,3.6992536e-17,1.7272372e-13,1.2622338e-16
가다/Verb,2.4188339e-15,7.258345e-21,2.430904e-16,3.843596e-16,3.102478e-17
않다/Verb,1.9114414e-15,1.4635227e-18,1.4827542e-16,4.443164e-16,2.1271085e-17
케이크/Noun,2.9656314e-14,3.56713e-18,3.2956092e-18,5.0737496e-16,2.4771352e-11
것/Noun,2.43008e-15,1.1696297e-18,2.3456116e-16,2.2858801e-16,2.68146e-17
직원/Noun,1.05897356e-16,8.625258e-20,1.0,6.765667e-16,2.5438143e-18
많다/Adjective,3.4994054e-17,5.700599e-20,2.5227202e-17,3.7876147e-17,6.939191e-19
같다/Adjective,1.8370857e-16,9.047778e-21,3.0176624e-19,9.180358e-18,6.3442163e-19
친절하다/Adjective,1.1009776e-16,4.6912046e-21,8.292659e-17,4.405194e-15,5.986342e-18
가격/Noun,2.994686e-16,1.0,8.625258e-20,2.084296e-17,1.7818001e-17
사람/Noun,7.506383e-17,1.9419818e-20,4.781316e-16,1.0017901e-16,4.6415984e-19
보다/Verb,4.309094e-15,2.0313325e-20,1.8925318e-17,9.189122e-17,7.7904995e-17
다/Adverb,2.7303867e-13,4.928327e-18,3.1755456e-15,1.6638319e-14,2.3714703e-15
음료/Noun,1.1590302e-10,9.722475e-16,2.27106e-17,1.2901758e-14,1.3713569e-13
되다/Verb,3.8445618e-17,4.1398633e-21,6.059288e-18,6.916964e-19,3.2552496e-19
보통/Noun,1.7187838e-14,7.617269e-16,3.9036134e-18,3.683908e-15,2.4450773e-16
거/Noun,5.4947414e-17,4.195973e-20,7.638361e-17,3.5035574e-18,1.6490648e-18
오다/Verb,3.106127e-16,3.3365532e-20,5.061781e-17,1.0712888e-16,2.3316476e-18
정말/Noun,2.8001332e-11,1.1642572e-17,1.0849107e-14,2.045719e-12,9.40027e-14
아니다/Adjective,1.9156095e-15,8.832769e-19,1.2408396e-18,1.467073e-17,1.4556998e-18
진짜/Noun,3.0298637e-13,2.3835836e-18,2.0709674e-15,1.2280009e-14,4.0559796e-15
별로/Noun,2.9836481e-16,6.9841775e-19,4.737068e-18,1.2998637e-17,6.8650545e-17
좀/Noun,1.6088446e-17,9.459745e-19,8.283071e-19,1.8290984e-18,2.875445e-19
비싸다/Adjective,8.718657e-17,1.0923228e-15,1.04136953e-19,8.726206e-18,4.1415118e-18
때/Noun,1.0351089e-17,7.454084e-23,1.2061416e-17,4.071351e-18,1.6035307e-19
요/Noun,1.2881042e-12,5.0241144e-17,2.8066416e-14,4.0747722e-13,1.8781425e-15
수/Noun,4.69248e-19,1.0432009e-22,1.1284474e-21,1.9747027e-19,3.3522692e-21
싶다/Verb,5.2850046e-18,7.9943196e-23,2.9209483e-20,1.1431891e-18,1.0012538e-19
괜찮다/Adjective,2.8881734e-13,4.073373e-17,1.9479425e-17,3.4927424e-14,2.4785668e-15
그냥/Noun,2.4746615e-14,4.240825e-18,2.2633353e-18,3.52634e-17,1.3575507e-17
듯/Noun,6.741406e-14,3.045918e-18,5.911529e-16,1.4361927e-15,1.8075766e-16
들다/Verb,2.0374595e-16,2.8098617e-21,3.1792756e-17,3.1235564e-17,4.0348625e-18
라테/Noun,9.7605334e-15,6.8094827e-22,9.227945e-23,3.5467344e-19,1.7593227e-17
그렇다/Adjective,3.7956875e-16,1.4216957e-19,9.853708e-18,7.1470284e-17,3.0123505e-18
빵/Noun,5.846075e-14,4.0545833e-17,1.6009713e-17,4.1811063e-16,2.1115218e-13
여기/Noun,6.821899e-14,1.9138463e-18,7.4680824e-17,7.280191e-15,1.0432604e-15
더/Noun,4.70005e-15,1.7396214e-18,1.5817816e-18,1.7444076e-16,1.5129962e-17
자다/Verb,3.6124407e-19,1.751162e-23,6.267503e-20,1.4750689e-18,2.8521094e-20
자리/Noun,9.8514376e-21,9.545637e-23,1.4428674e-19,3.9710935e-19,1.4257841e-21
디저트/Noun,4.3334927e-14,1.7818001e-17,2.5438143e-18,2.6962087e-14,1.0
인테리어/Noun,7.6104395e-17,7.747722e-20,1.6673699e-19,5.0910415e-13,1.05545616e-17
이/Noun,9.348301e-16,5.0293057e-19,1.1645408e-18,2.4971466e-17,1.7685682e-17
사장/Noun,1.0607519e-17,9.793618e-22,1.2985666e-11,9.403704e-16,6.5979196e-20
게/Noun,1.5756463e-16,3.5388806e-20,1.738103e-17,2.3039217e-17,4.716492e-19
공간/Noun,1.601454e-17,1.9908045e-20,4.791424e-19,1.6389898e-14,3.584081e-20
나오다/Verb,1.2188093e-18,7.247878e-23,4.573753e-19,1.8096437e-19,3.9890702e-19
예쁘다/Adjective,2.3382935e-17,1.3979194e-20,1.7271505e-18,8.380778e-14,6.769278e-17
다른/Noun,3.8167226e-18,1.3831045e-20,5.769733e-20,6.340829e-19,6.0121994e-19
빙수/Noun,8.68277e-19,7.035639e-23,4.8669768e-24,2.4313533e-20,2.0411139e-18
조금/Noun,4.030311e-17,2.5219298e-18,1.2947057e-19,5.116777e-18,5.5622823e-20
집/Noun,9.873285e-16,1.03365976e-19,3.2721307e-20,1.2861763e-17,1.0666554e-18
느낌/Noun,3.130726e-17,1.4194686e-19,3.7956365e-20,5.0909274e-16,6.822412e-20
주문/Noun,7.37102e-20,8.1048357e-22,3.8531321e-19,9.546115e-22,1.1223648e-20
아쉽다/Adjective,1.9336001e-19,3.8947183e-18,1.1541029e-20,2.90721e-19,4.793069e-19
이다/Verb,2.0753963e-15,6.707372e-20,1.2923872e-18,2.1471976e-16,3.4089526e-17
분/Noun,1.1304466e-21,2.1482375e-24,2.7125406e-17,1.1100036e-21,4.5093495e-23
시간/Noun,1.7790102e-23,3.095148e-25,2.1044008e-21,8.774557e-22,8.454122e-24
많이/Adverb,6.9658785e-17,1.0687075e-19,1.5719578e-19,8.724304e-19,4.7120708e-18
방문/Noun,3.1279244e-22,3.7917795e-24,1.1710878e-21,3.3747722e-22,2.7303987e-23
메뉴/Noun,5.242222e-16,1.6640077e-20,1.6794549e-18,7.830929e-18,4.9157525e-16
모르다/Verb,4.4575543e-19,5.9324204e-25,1.8253473e-19,6.67755e-21,1.3967888e-21
층/Noun,2.1962874e-18,5.782462e-22,1.2948786e-19,1.4327337e-16,3.6328083e-20
생각/Noun,2.9273473e-15,8.6622635e-18,3.8087213e-19,9.809646e-17,5.0193795e-18
정도/Noun,4.9412598e-18,4.1538038e-19,2.731653e-20,3.0389863e-20,8.804842e-20
하나/Noun,8.129566e-17,1.1857886e-19,3.1047376e-18,1.5805512e-18,1.394279e-17
번/Noun,5.9054254e-22,6.93692e-25,7.309045e-23,1.513771e-23,1.4863613e-24
이다/Adjective,1.7751931e-16,3.027323e-20,1.3753973e-19,4.4382836e-17,2.4684008e-18
티/Noun,1.0119642e-17,8.1687375e-24,2.4586961e-23,1.2765637e-21,2.389452e-21
넓다/Adjective,2.9598262e-19,5.7390174e-22,1.4586555e-20,1.1363337e-16,6.02335e-21
갈다/Verb,1.0079361e-21,7.4070233e-25,1.9565776e-21,5.0128634e-22,1.6944122e-23
말/Noun,2.5425433e-18,1.6111568e-21,4.7005468e-17,7.674156e-20,6.6456575e-21
말다/Verb,5.433707e-18,8.401691e-23,1.3915622e-19,3.698051e-19,2.6113885e-20
불친절하다/Adjective,2.453782e-19,7.468462e-22,1.04800654e-16,2.373384e-19,2.4546785e-21
데/Noun,4.0018945e-16,2.0024282e-19,1.4251561e-17,2.9907916e-17,1.86657e-17
딸기/Noun,1.6991933e-18,6.471581e-22,3.3850466e-23,2.792636e-21,9.2384854e-21
크다/Verb,3.7932974e-17,6.3779636e-21,1.2061312e-19,8.155782e-17,7.324383e-19
매장/Noun,1.158436e-17,3.8471233e-20,1.7760593e-17,1.1671661e-16,3.1678562e-19
좋아하다/Adjective,5.2342206e-19,2.7766329e-25,6.198635e-23,6.229699e-20,2.7887092e-20
받다/Verb,1.8283222e-20,4.5101403e-23,2.3413628e-18,1.2026932e-21,4.5581403e-22
손님/Noun,4.4848222e-21,4.704584e-24,1.2132116e-16,9.630313e-22,3.2195654e-23
또/Noun,1.3259043e-19,6.0531013e-24,9.0023334e-21,1.8155833e-19,5.898767e-20
시키다/Verb,2.3696592e-17,4.741454e-21,8.119322e-21,9.746997e-21,3.133124e-19
그/Noun,5.0354563e-16,7.817843e-21,2.4390092e-19,9.404155e-19,2.7603337e-20
테이블/Noun,5.5387103e-22,4.327722e-24,2.9668434e-21,1.4593005e-21,8.442328e-24
나다/Verb,1.6875466e-18,4.4539582e-23,3.3091453e-22,3.4070232e-20,1.1694003e-21
함/Noun,8.268273e-17,1.8129248e-20,6.986682e-19,1.8163731e-19,2.0906018e-18
치즈/Noun,7.302002e-21,1.0224217e-24,2.050144e-24,1.2110803e-23,1.8943823e-23
원/Noun,1.8209858e-20,6.0177232e-21,8.963521e-26,6.9840835e-23,1.7163812e-23
이/Determiner,9.669569e-19,2.9016324e-22,1.5347514e-21,4.31927e-20,4.198471e-20
추천/Noun,3.4338008e-18,3.819713e-23,4.027888e-22,2.188358e-19,1.9533717e-20
엄청/Adverb,4.962403e-16,2.676695e-19,6.08946e-17,9.47214e-17,6.0881564e-18
앉다/Verb,1.7344577e-20,4.201969e-25,8.797855e-21,2.8178492e-20,4.926285e-23
크림/Noun,4.1299929e-19,1.4581631e-24,1.1382728e-24,3.5166725e-22,7.589348e-21
내/Noun,1.08527804e-16,5.286423e-23,1.9154812e-19,1.0928504e-18,3.3577598e-21
중/Noun,5.9453657e-22,5.540979e-27,1.4446702e-24,1.5755086e-23,8.163846e-24
주다/Verb,5.7765434e-18,6.4152936e-22,1.8234345e-18,2.5617996e-19,5.4403385e-20
점/Noun,5.863033e-19,1.2071886e-21,1.8926807e-20,1.9719175e-19,3.0098285e-22
만/Noun,5.801207e-19,5.9342434e-21,1.8408412e-21,1.1444453e-19,4.50901e-21
기분/Noun,2.9100252e-21,1.1070629e-24,2.3440225e-21,3.7896036e-20,1.6048064e-23
밀크/Noun,3.0691048e-18,1.0397722e-22,1.314952e-22,7.569166e-21,1.57879e-20
못/Noun,5.7283746e-19,5.702415e-24,8.747423e-21,9.395361e-21,7.373209e-21
나/Noun,7.9673745e-16,2.09563e-20,9.327525e-18,3.5226545e-18,1.5675504e-19
줄/Noun,5.2935086e-22,9.333186e-25,1.822359e-23,5.855933e-24,2.4055171e-24
서비스/Noun,2.793783e-16,5.7602823e-18,3.587427e-15,1.246073e-16,3.0053488e-18
사진/Noun,1.768422e-22,5.099006e-26,7.991728e-23,1.4076096e-21,6.90701e-23
두/Noun,1.1976682e-18,6.273883e-22,2.958459e-20,7.9755034e-21,2.5509333e-21
가게/Noun,1.9347954e-19,4.0183594e-21,6.093222e-18,5.026223e-17,3.0668442e-19
그리고/Conjunction,7.266266e-14,2.4403877e-18,1.2629327e-15,8.840136e-15,2.3712065e-16
조용하다/Adjective,6.0963866e-17,6.8775964e-21,3.8847475e-18,8.4595694e-14,6.525583e-19
만들다/Verb,1.0036941e-18,2.2605514e-23,6.413123e-20,1.6413876e-20,5.2967024e-21
근데/Adverb,4.399134e-14,4.8820746e-17,1.2142541e-15,6.120572e-14,8.664457e-15
맛없다/Adjective,5.479354e-18,3.378885e-20,3.0953197e-21,1.8261403e-20,2.2530316e-19
아메리카노/Noun,3.1706377e-11,6.92647e-19,1.9103276e-21,1.3633631e-17,6.7907153e-18
건/Noun,1.6086358e-17,4.142598e-20,1.1236681e-18,7.6964405e-19,3.087161e-20
불편하다/Adjective,2.5812294e-21,3.0703398e-22,1.5828656e-21,1.0500298e-19,1.818783e-22
왜/Noun,5.26779e-20,8.96476e-24,2.9589005e-19,5.7863243e-22,2.4804402e-22
해주다/Verb,1.7717995e-21,1.0409731e-25,4.4019408e-20,9.476597e-22,1.3982168e-22
샐러드/Noun,6.2083736e-19,9.267592e-24,9.4748575e-23,4.132258e-21,2.3242656e-20
들어가다/Verb,3.7781462e-18,5.160185e-22,1.2704396e-18,6.437637e-19,1.4648849e-19
가보다/Verb,1.3935423e-21,1.5762292e-24,1.8894396e-22,4.131092e-21,9.795601e-21
처음/Noun,3.2249066e-19,3.5561176e-22,2.7527537e-19,5.2272745e-20,1.3306059e-20
저/Noun,3.347832e-15,1.0552142e-18,4.3315507e-18,1.590301e-17,2.1882842e-18
음식/Noun,1.455208e-15,2.9915775e-18,1.1576769e-16,1.2761586e-15,4.8847596e-16
깔끔하다/Adjective,4.223088e-16,6.139924e-21,9.91577e-19,1.12913456e-13,5.0453177e-17
시끄럽다/Adjective,1.9861395e-20,3.0052965e-22,9.721306e-20,1.2537099e-18,3.8282322e-23
개/Noun,2.4676654e-19,2.6253182e-23,6.6773198e-21,2.8267082e-21,4.4768226e-21
자주/Noun,8.091525e-21,4.7932762e-24,6.9249537e-22,1.3599855e-19,1.2784114e-20
마시다/Verb,7.8591224e-17,2.732286e-22,3.5885797e-21,8.850472e-20,9.166211e-20
초코/Noun,9.074996e-18,2.7277765e-22,3.9861568e-23,3.7202472e-21,2.5610179e-19
알다/Verb,1.0482853e-18,2.4646312e-23,7.6851753e-19,3.238898e-20,4.3689988e-21
리/Noun,6.1522568e-21,4.763342e-26,5.2894863e-24,5.995677e-22,7.834635e-25
일/Noun,3.2287716e-19,1.7469061e-22,1.2385615e-16,8.985149e-20,5.1022298e-21
제/Noun,4.3070004e-18,1.8285085e-22,2.2687974e-19,2.7049636e-19,9.7842917e-20
다시/Noun,3.0575433e-21,2.211582e-24,3.6655334e-21,9.196427e-22,2.6936432e-22
이렇다/Adjective,2.4962214e-18,6.6188363e-22,6.49481e-20,9.951574e-20,2.3151854e-21
차/Noun,3.3270624e-14,9.165923e-22,1.304556e-20,3.768217e-17,8.229314e-18
보고/Noun,1.0666263e-19,1.6489778e-24,2.3408502e-21,8.507127e-21,7.447128e-21
뭐/Noun,6.067499e-18,1.0825298e-21,1.2583917e-17,4.9723975e-20,6.765318e-20
되어다/Verb,1.6078044e-21,6.1106842e-24,6.1737687e-21,5.4235927e-21,2.851278e-23
화장실/Noun,1.740714e-21,7.5320237e-25,2.7910733e-19,8.9577024e-20,1.0650999e-22
시/Noun,3.0539327e-19,2.9823742e-23,8.673789e-21,1.8006232e-19,1.5018383e-20
달/Noun,3.2446498e-19,7.26956e-23,7.9650364e-23,5.813829e-21,1.6112557e-20
꼭/Noun,6.552767e-21,2.5753328e-25,9.4553176e-24,2.2905356e-21,3.1666427e-22
양/Noun,8.893758e-20,1.2643527e-18,2.4541633e-21,1.6827557e-20,7.950716e-21
스콘/Noun,4.0349765e-15,1.839325e-21,5.490438e-20,1.4974586e-17,7.6918705e-17
친구/Noun,2.386206e-16,1.3144159e-21,4.208176e-18,8.78781e-17,5.292043e-19
잔/Noun,1.3520563e-18,2.2327326e-23,1.2423006e-22,3.428547e-21,4.719763e-21
쏘다/Verb,7.438781e-21,4.667619e-23,2.650504e-24,2.2404306e-21,2.6064584e-23
브런치/Noun,4.8215005e-16,8.356926e-19,3.6851494e-20,8.5271294e-16,4.5794887e-15
와플/Noun,7.681072e-19,4.1497765e-21,3.695956e-23,1.441393e-19,1.3998207e-18
굿/Noun,4.194747e-17,2.8508802e-20,1.475151e-21,5.818012e-17,2.5692482e-18
유명하다/Adjective,4.7372644e-19,2.2710975e-22,2.0719558e-22,8.366523e-20,8.865234e-21
원두/Noun,2.0362232e-17,1.16176035e-23,1.2346471e-22,3.0411398e-22,1.2942508e-20
적다/Verb,1.7242145e-18,1.4009105e-18,1.8816806e-20,3.4392638e-20,3.5136054e-20
이유/Noun,2.9784013e-19,5.497768e-22,1.1791965e-22,4.188936e-20,1.3292006e-20
존/Noun,1.3311179e-21,1.0724047e-24,6.217269e-24,2.3935208e-21,1.7225862e-23
우유/Noun,1.1213986e-18,2.550639e-23,3.617242e-25,6.3211124e-22,3.096678e-21
이쁘다/Adjective,1.0148128e-18,7.0232236e-23,3.9397676e-20,5.016131e-16,7.349905e-20
전/Noun,2.1393649e-16,3.4233865e-20,1.6888347e-18,3.8883945e-18,7.1388705e-20
편하다/Adjective,1.9753808e-19,7.173498e-24,7.1241723e-22,9.096138e-18,7.8042767e-23
기다리다/Verb,7.9456147e-23,9.853115e-24,7.6327704e-24,1.8625812e-23,1.1234515e-22
좁다/Adjective,2.6991887e-21,1.7910091e-22,3.7367747e-21,3.7464677e-20,5.7909806e-23
알/Noun,7.811762e-21,3.7404913e-24,6.936242e-22,1.3359301e-21,2.0900553e-22
향/Noun,6.4140794e-19,1.7779044e-23,1.2374615e-23,2.6352467e-19,6.913264e-21
종류/Noun,2.1660995e-19,2.1449221e-23,1.5037227e-22,2.082774e-21,1.1668833e-20
날/Noun,1.0012032e-21,7.376401e-25,3.7221618e-22,3.573662e-21,1.1309248e-22
매우/Noun,5.407452e-16,7.2147913e-19,6.8733837e-18,1.5818373e-16,2.0657558e-19
지다/Verb,2.718777e-17,4.3356106e-21,4.5777875e-18,4.784283e-19,2.0022221e-19
차다/Verb,1.2437424e-14,7.457733e-21,1.008719e-17,5.781711e-15,7.269578e-18
아이스크림/Noun,8.991702e-19,3.063845e-23,7.301019e-23,5.478241e-20,3.587035e-20
보이다/Verb,8.1377176e-19,5.008353e-22,3.7704887e-17,8.846802e-18,1.2214565e-20
아르바이트생/Noun,1.8860867e-19,4.9305337e-23,1.595617e-11,6.0045415e-20,4.8626396e-22
한/Determiner,7.532725e-22,1.269858e-26,9.578926e-26,7.9985947e-22,3.2376066e-24
돼다/Verb,5.0337993e-18,1.8355181e-22,1.423264e-19,2.7204546e-19,9.1505555e-21
마카롱/Noun,7.734571e-15,1.3213249e-19,1.1010683e-19,9.5502866e-18,4.5150932e-14
느끼다/Verb,2.1885596e-18,1.1719994e-21,6.8211074e-21,1.6220126e-18,1.032067e-21
불친절/Noun,3.927315e-19,1.9649613e-22,3.8646453e-18,1.2446605e-18,5.134406e-21
편/Noun,5.765756e-18,6.3835228e-18,1.04760866e-20,3.684268e-18,7.4128695e-19
나쁘다/Adjective,5.311293e-20,5.7379884e-22,1.5994978e-20,2.902852e-21,2.1803647e-21
아이스/Noun,2.8981662e-17,1.2694732e-22,4.387818e-23,1.3266374e-20,8.130821e-21
특히/Adverb,4.9680308e-15,1.4415516e-20,9.0218745e-18,7.744196e-15,7.146401e-17
비다/Verb,2.1128558e-20,3.9602296e-20,6.1991053e-24,3.4959686e-21,2.905433e-21
제일/Noun,3.42378e-19,1.7089732e-22,3.0104487e-22,1.294557e-20,1.5438882e-21
하지만/Conjunction,8.498487e-16,1.0188135e-15,2.9123077e-17,9.285293e-15,4.3455567e-16
앞/Noun,4.3303378e-21,6.708221e-26,6.227251e-20,2.1505704e-20,1.982732e-21
때문/Noun,3.2500284e-18,5.9846437e-21,1.0301963e-18,5.0111147e-18,1.05688544e-19
코타/Noun,1.8014206e-26,9.6630616e-30,7.5778646e-28,6.363681e-26,2.4113395e-26
쓰다/Verb,5.8676874e-19,7.7646087e-22,3.2897167e-19,3.91145e-20,1.2308058e-21
음악/Noun,5.4596764e-19,2.4376383e-22,1.6605338e-19,3.4782193e-16,6.8984556e-22
이렇게/Adverb,5.3347516e-18,6.4622314e-22,3.4603728e-20,5.8074675e-21,8.1208715e-21
도/Noun,2.8576678e-17,1.9138142e-21,1.760066e-19,1.3109328e-18,4.626129e-20
여기다/Verb,1.194586e-14,7.122906e-19,4.8226023e-17,3.0538209e-16,1.2735028e-16
돈/Noun,2.1271771e-21,2.2871468e-22,9.8508646e-23,1.8939414e-23,3.9103977e-24
주스/Noun,5.721602e-20,1.6848655e-24,7.1917426e-25,7.3502026e-23,2.1339147e-21
장소/Noun,2.203184e-19,1.8766975e-21,1.3881729e-21,1.740081e-16,6.243738e-19
그래도/Adverb,5.648338e-15,1.6380247e-17,6.547008e-17,4.1934395e-15,1.9016293e-16
인/Noun,4.901757e-19,2.0116752e-21,3.9972786e-20,2.2291372e-19,2.1789191e-20
항상/Noun,4.0395907e-18,1.7643462e-21,2.746577e-18,3.2356553e-17,2.2223024e-19
기본/Noun,5.2722935e-20,4.0508755e-23,6.6086464e-21,7.8819215e-22,1.3101572e-19
의자/Noun,3.879072e-20,1.1469134e-21,1.8478132e-21,1.4298658e-18,2.742636e-21
없이/Adverb,6.407247e-22,2.1204577e-24,4.7565577e-23,3.0979508e-23,1.149747e-22
가면/Noun,9.605342e-19,1.5678711e-22,1.2987905e-21,2.5578738e-19,1.3621655e-20
주말/Noun,5.9883037e-19,6.2602115e-21,1.1907801e-18,1.569377e-17,1.535408e-20
알바/Noun,4.1071314e-20,4.2659474e-23,4.0327645e-13,3.8396312e-20,2.3989134e-21
타르트/Noun,7.899757e-18,2.3125197e-21,1.9308268e-21,6.0546405e-19,1.6590681e-15
용/Noun,3.921331e-17,1.055285e-21,1.0379594e-18,2.4304139e-15,1.2644934e-17
아주/Noun,3.532766e-15,6.2141995e-20,5.29384e-19,4.6576957e-15,3.345465e-18
시/Modifier,1.4827335e-21,5.52039e-26,2.558895e-22,7.9190513e-22,2.419313e-23
최악/Noun,6.427794e-20,4.3380048e-23,2.9922576e-21,1.0142037e-21,2.7938506e-21
테이크아웃/Noun,4.5726867e-20,1.5244221e-23,4.179177e-23,1.8808399e-21,3.347424e-22
무난/Noun,8.6618665e-18,3.2077033e-20,2.294505e-22,4.079466e-18,9.835077e-19
공부/Noun,2.3931657e-20,4.2297933e-24,1.2992909e-21,1.7262152e-18,7.179415e-23
걸/Noun,1.0565998e-18,1.9953784e-23,8.133117e-21,4.1208477e-20,2.4302673e-21
다양하다/Adjective,2.6088535e-17,5.9649282e-21,1.6575639e-21,8.5984606e-18,1.0321945e-18
재/Noun,9.144623e-21,2.1242151e-23,4.0105497e-21,2.1453181e-20,5.97424e-22
찾다/Verb,2.2414853e-18,1.1547396e-23,1.3261971e-20,3.051966e-18,5.2227896e-20
달다/Verb,1.7030081e-19,1.8037219e-21,1.1710654e-21,6.787856e-21,2.2040664e-19
다음/Noun,1.3779982e-17,1.2766069e-22,2.269689e-19,3.5991824e-18,1.6433437e-18
여자/Noun,1.7184007e-21,7.4798584e-24,2.2079648e-17,1.800835e-20,7.151261e-23
내다/Verb,1.407065e-17,2.8856383e-22,2.8835833e-20,9.445347e-21,6.1303964e-22
맞다/Verb,4.0897038e-18,7.2182445e-23,1.3362061e-20,1.7457753e-20,1.5055784e-20
좌석/Noun,8.253005e-21,6.3294577e-23,9.914582e-22,1.2805058e-19,1.3556273e-22
내부/Noun,3.2457165e-18,1.4644036e-20,4.6863623e-19,1.058603e-14,1.0340631e-17
넘다/Verb,8.332764e-19,5.9287196e-22,3.8149156e-19,4.903681e-20,1.5029675e-20
아깝다/Adjective,3.3964327e-21,3.4066138e-24,1.5361086e-23,8.839526e-23,7.73197e-24
건지다/Verb,1.541912e-19,2.6189464e-23,2.510421e-18,1.35214255e-20,8.110897e-22
생크림/Noun,1.7598656e-18,1.2020144e-21,3.2714393e-23,5.944598e-21,3.4630647e-21
서다/Verb,2.2170345e-20,1.1272208e-22,1.9699853e-19,2.4742717e-20,7.774745e-22
드립/Noun,9.317678e-17,1.9281676e-23,4.9260246e-22,4.3890465e-20,1.8212914e-20
임/Noun,5.9476946e-17,3.085866e-20,3.623014e-18,1.479042e-17,1.0741604e-18
진하다/Adjective,6.7249283e-18,1.0836365e-22,3.0816834e-24,4.619657e-20,2.5035618e-20
가지/Noun,1.4104068e-18,9.830893e-23,1.0519335e-20,3.618326e-21,2.641353e-21
몇/Noun,8.902885e-21,5.621802e-26,2.3913747e-22,4.3733294e-23,9.884065e-23
별/Noun,1.5062784e-21,8.483202e-23,2.3334937e-22,9.556062e-22,6.133925e-23
남자/Noun,9.334518e-22,1.2050099e-25,3.710716e-17,1.3474364e-20,9.140986e-23
딱/Adverb,1.3989894e-16,5.4459003e-21,6.702767e-20,2.743667e-17,1.4809728e-17
근처/Noun,1.0740855e-20,2.5850503e-23,3.1169914e-21,8.5362254e-20,1.2289954e-20
못/VerbPrefix,8.749233e-19,5.0476316e-23,8.017905e-21,5.327202e-20,7.801131e-21
사/Noun,1.0032003e-18,2.533033e-21,6.526818e-22,4.682069e-21,3.1032056e-21
파니니/Noun,8.1594027e-22,1.297199e-24,2.8811366e-24,1.5558182e-22,4.0572497e-22
요즘/Noun,1.8220359e-19,2.7232019e-22,1.1268435e-20,1.5836239e-17,2.325801e-19
냄새/Noun,5.986598e-24,8.706283e-27,6.929518e-24,2.4928369e-23,2.441188e-26
개인/Noun,2.99632e-16,2.3960432e-20,7.798779e-21,2.2285953e-17,1.2077439e-17
부드럽다/Adjective,3.8781883e-18,5.5966927e-22,4.9761472e-23,1.6133416e-19,4.759703e-21
볼/Noun,6.897828e-21,1.0874202e-24,3.5102886e-24,1.7503156e-21,2.9203658e-22
뷰/Noun,3.403729e-17,8.403081e-20,2.2213108e-19,2.95515e-15,8.4622753e-19
남/Noun,4.070792e-18,3.310523e-21,3.0092808e-20,4.980886e-19,4.9960126e-20
오래/Adverb,4.1895847e-23,1.098e-23,5.104619e-23,3.9227102e-23,4.7044765e-24
다만/Noun,6.4026485e-16,3.3476462e-19,2.4262045e-18,7.777858e-15,8.1147245e-17
캐러멜/Noun,8.582665e-18,1.01118595e-22,2.953007e-24,2.8405007e-21,1.5201273e-20
모두/Noun,5.590799e-16,7.9776905e-22,2.1540034e-19,1.02245314e-16,6.0472543e-19
설명/Noun,7.1065646e-20,5.377702e-25,5.496979e-19,1.6190429e-21,1.0241476e-23
포장/Noun,4.1435144e-20,6.3080327e-22,2.7868374e-20,3.4537376e-21,2.3390395e-20
같이/Adverb,2.0471103e-18,1.4411968e-24,1.165268e-21,5.2658437e-19,3.1282142e-20
치즈케이크/Noun,8.208289e-15,3.6099475e-19,8.176954e-20,5.4704184e-17,1.9267933e-15
비/Noun,3.273418e-19,8.29663e-21,2.9298506e-22,1.7600325e-19,1.911495e-20
작다/Adjective,3.3218992e-19,5.867147e-20,4.9242793e-21,4.7214063e-19,1.667859e-20
오픈/Noun,3.0663367e-22,3.6645452e-26,1.0052017e-22,6.0986274e-22,3.099121e-23
느껴지다/Verb,1.867438e-18,4.02434e-22,4.89704e-22,3.3950484e-20,1.1985067e-22
바로/Noun,1.2796073e-19,6.478914e-23,1.9653755e-20,7.103714e-21,4.596416e-21
후/Noun,1.4813733e-18,1.6892823e-22,3.0109455e-20,3.1986875e-19,3.6567228e-20
친절/Noun,1.3303128e-18,4.702759e-22,4.0846964e-19,7.019407e-19,1.3931397e-19
