,커피/Noun,가격/Noun,직원/Noun,분위기/Noun,디저트/Noun
프로/Noun,1.15165495e-17,1.7191687e-20,2.7402246e-18,8.2413736e-19,1.6597857e-20
모양/Noun,5.3811093e-17,5.876283e-21,2.5572581e-20,1.1948896e-17,1.6654493e-20
뜨겁다/Adjective,2.2667656e-18,1.8382359e-23,6.5112323e-20,1.1648952e-20,1.7170846e-20
아메/Noun,1.1845072e-15,4.3165313e-22,9.684431e-22,6.5640814e-19,6.0552117e-21
번창/Noun,8.403671e-17,4.4417127e-21,9.402685e-19,2.8642395e-16,4.882724e-18
외/Noun,1.2676265e-19,7.141011e-23,8.94465e-22,1.3057815e-19,6.523067e-20
예/Noun,4.7412828e-17,4.230328e-23,3.4672435e-20,2.5715918e-18,2.1150562e-21
빈티/Noun,4.6385316e-21,3.3367608e-25,2.9229723e-23,4.724562e-18,6.8618166e-22
잠깐/Noun,3.4637403e-20,1.7853924e-25,6.5415065e-20,2.1546866e-18,2.8189982e-21
외국인/Noun,1.7933587e-17,1.224816e-20,2.3854028e-18,1.1095322e-16,6.3380476e-19
블랙/Noun,3.341056e-16,4.1802663e-21,3.0675802e-20,8.115216e-18,2.944196e-19
제공/Noun,2.4212409e-17,5.1071755e-21,2.1536571e-20,1.1596823e-18,1.1382366e-19
및/Noun,1.1689254e-17,6.574045e-22,2.56302e-20,2.1002506e-17,1.7149717e-18
강남/Noun,5.4787274e-18,3.9604112e-20,3.786121e-20,1.1314121e-15,2.8858737e-19
구조/Noun,1.145883e-18,7.926213e-22,4.0354433e-20,1.4966036e-15,2.803375e-20
시트/Noun,3.331682e-20,1.5153598e-23,3.400787e-22,3.3303459e-21,7.142711e-20
비교/Noun,2.26273e-19,4.431799e-19,6.1055474e-20,3.0375041e-19,5.4596345e-19
망하다/Adjective,1.9764424e-20,6.4025986e-24,2.7437675e-20,9.672515e-20,7.68021e-22
레/Noun,4.662753e-19,3.5764934e-24,7.1487287e-22,2.4152961e-20,6.754433e-21
갤러리/Noun,1.0615169e-17,4.0013022e-22,1.1111354e-20,4.614383e-16,4.5365648e-20
떨다/Verb,2.4033585e-19,8.697566e-24,6.061085e-20,4.678824e-19,2.0743858e-20
코/Noun,4.3219753e-19,4.7517653e-25,1.8747788e-22,4.5941398e-20,1.968525e-22
선곡/Noun,5.6741583e-18,3.7689694e-22,9.022558e-19,4.6251814e-14,2.904871e-19
널/Noun,1.0414655e-18,1.158584e-21,2.8775382e-21,4.3163406e-19,2.041875e-20
들이다/Verb,1.2611157e-18,2.0192383e-23,6.4884735e-19,2.021818e-18,6.77115e-21
실수/Noun,2.317724e-19,2.614574e-23,1.8245346e-17,3.2387607e-21,8.1691865e-21
많아지다/Verb,6.44503e-20,1.7445429e-21,2.156081e-21,4.0885627e-19,2.1093114e-21
뭐라다/Verb,1.465713e-18,7.699336e-22,2.3302972e-17,5.6437577e-20,4.485455e-21
워낙/Noun,3.8641883e-18,1.06726933e-19,3.6204803e-21,9.672041e-19,5.8908747e-20
옮기다/Verb,4.899135e-21,1.192236e-23,1.0255364e-21,3.088457e-20,3.466286e-23
오지/Noun,2.6304848e-20,2.16521e-24,1.701715e-20,7.74931e-22,1.1817003e-22
커서/Noun,3.0088362e-18,3.3658882e-22,1.101333e-19,2.1242782e-17,2.4160795e-20
레드/Noun,2.5787518e-19,8.746518e-22,5.948678e-22,4.2052667e-20,3.6271567e-21
발견/Noun,2.6433216e-19,4.9312673e-23,9.652274e-21,1.0530272e-17,1.3485471e-20
파다/Verb,1.9593246e-15,1.0365185e-19,3.05687e-19,6.211981e-17,4.676079e-18
피/Noun,6.201303e-17,1.9550478e-21,1.4307871e-19,8.741495e-19,3.3147072e-20
애매하다/Adjective,6.1082855e-16,3.8504302e-18,1.5455514e-19,2.8984017e-15,1.7966317e-17
간판/Noun,8.757677e-20,2.871262e-24,6.808525e-21,9.890491e-20,4.294378e-21
룸/Noun,2.0899648e-17,3.6706563e-20,4.5913012e-20,5.608037e-16,3.891405e-19
펴다/Verb,6.535131e-17,2.0775714e-18,4.2046113e-19,5.2231387e-16,1.1824834e-17
들어서다/Verb,5.4508495e-20,2.2660325e-24,3.828937e-21,4.9729478e-20,4.493179e-21
스페셜/Noun,3.2140288e-17,5.9056766e-21,3.468882e-21,3.5981374e-19,3.5929257e-19
건대/Noun,1.0039282e-17,9.733732e-21,1.9603448e-19,8.928105e-17,2.3176013e-18
예정/Noun,5.4561544e-20,8.490875e-23,1.1480394e-19,3.9227634e-19,1.6764758e-21
진열/Noun,1.497232e-22,3.1002409e-25,5.6729966e-23,5.564099e-23,1.3037978e-23
고민/Noun,1.3929166e-19,7.9063955e-24,1.9171646e-17,1.4466363e-20,1.28607126e-20
어둡다/Adjective,2.3227233e-20,9.926877e-23,2.3060296e-19,1.8140631e-16,2.464944e-21
커피숍/Noun,4.1774094e-15,8.9481394e-20,1.0490899e-17,1.7757563e-15,1.1814057e-17
요리/Noun,7.172476e-19,2.8363539e-21,1.6823139e-19,7.705401e-19,1.5799906e-18
집다/Verb,4.663502e-18,2.6344011e-20,9.482569e-21,3.3259058e-19,7.8062844e-20
선/Noun,2.2110646e-19,2.225855e-21,4.886257e-21,4.1697567e-20,7.523223e-21
나머지/Noun,9.869707e-16,7.276511e-19,2.6112318e-18,3.017457e-18,1.904416e-17
거지/Noun,9.7355295e-18,2.7534017e-21,1.1335018e-17,2.296954e-17,1.361028e-20
일품/Noun,1.9569173e-17,3.1357736e-22,4.6777082e-23,2.4580365e-18,8.385429e-22
소스/Noun,4.90086e-19,4.7973396e-23,1.106461e-21,3.654643e-21,9.97696e-21
중간/Noun,4.2469446e-18,3.9210647e-23,2.275046e-19,8.394051e-19,2.2345327e-21
한참/Noun,6.7278683e-21,3.7895216e-25,3.033972e-19,1.1450031e-21,4.9257446e-21
건가/Noun,1.09294274e-17,1.5901341e-21,6.7550066e-19,1.6491142e-19,3.1507304e-19
이면/Noun,1.6586496e-16,4.6774856e-19,3.105469e-20,1.747043e-18,1.5587262e-18
부르다/Verb,2.0961266e-19,3.181583e-23,2.2564441e-21,4.9331943e-20,6.8447225e-21
떼다/Verb,7.651188e-18,1.2978785e-22,2.018325e-20,1.8090225e-19,1.7669893e-18
풀/Noun,1.22095515e-17,5.122961e-21,3.7766298e-20,8.243452e-18,9.3630215e-20
매니저/Noun,2.8125104e-21,2.8137064e-25,2.571625e-15,4.9131504e-22,3.9383035e-23
쇼콜라/Noun,1.2425366e-16,5.436601e-21,2.7031068e-19,3.975992e-18,1.6320674e-18
가지다/Verb,1.1562676e-18,7.8072245e-23,7.055908e-22,3.8980437e-20,1.2345441e-21
포크/Noun,1.0918175e-17,2.048443e-21,1.6720323e-19,3.8488866e-19,1.2264763e-19
답/Noun,2.3758062e-16,3.412254e-19,3.6270377e-18,6.1360006e-18,2.7894433e-20
대답/Noun,8.986653e-21,1.5556911e-25,3.041307e-19,1.128322e-22,3.372467e-23
가볍다/Adjective,9.43715e-18,2.909781e-21,1.6180788e-22,2.2439752e-18,1.2466606e-19
최/Noun,1.8839725e-19,9.1003145e-23,1.4791582e-20,1.0127747e-18,3.2205408e-20
진리/Noun,1.0916761e-17,9.777045e-22,2.6544337e-21,3.8313517e-19,2.0790915e-20
크레이프/Noun,1.17445444e-17,2.2301046e-21,4.880668e-21,3.9177686e-19,1.889457e-19
맞추다/Verb,1.8997208e-18,2.268014e-23,1.4204063e-18,6.584722e-19,7.204717e-21
성수동/Noun,2.1282632e-15,5.1748367e-20,1.8699034e-19,2.8105563e-15,1.2797899e-16
개선/Noun,1.0907544e-20,7.539489e-20,3.3291154e-20,7.524457e-21,1.4419854e-21
니/Noun,9.374503e-18,1.8950863e-20,1.01184345e-19,1.3739619e-17,1.646555e-20
또한/Noun,2.592528e-14,2.0304346e-19,5.572057e-18,1.4480479e-15,2.2939417e-17
퍽퍽/Noun,7.0795633e-19,1.8300157e-22,7.086466e-23,9.290118e-21,7.700082e-19
잇다/Verb,1.6509798e-16,2.3509995e-20,5.116892e-19,1.7418674e-16,4.54927e-19
남아/Noun,3.876531e-18,3.5020136e-22,2.5012423e-20,1.0355311e-18,1.21000166e-20
지도/Noun,1.3519493e-16,1.2333915e-20,3.5669004e-17,8.07858e-19,8.6538364e-19
합리/Noun,1.4240181e-20,1.5003709e-22,4.920559e-22,9.341438e-20,2.1166634e-20
필수/Noun,3.546626e-19,5.330919e-21,1.9649043e-19,1.488754e-19,4.7812697e-20
그나마/Adverb,4.0843467e-15,2.4912935e-18,3.3250556e-19,1.5478541e-17,2.1538977e-18
닦다/Verb,1.488372e-21,4.293124e-25,5.8699866e-21,1.1477537e-21,3.1564262e-23
뿌리다/Verb,6.273438e-19,8.771301e-24,3.422846e-23,3.6638676e-22,1.6217442e-21
마시기/Noun,1.4169373e-18,4.2526728e-23,2.6222179e-21,2.4389465e-17,1.5053766e-21
점점/Noun,9.038857e-18,4.151154e-21,2.418008e-19,2.54557e-19,9.646863e-21
입장/Noun,3.1076425e-17,1.3241808e-19,1.5316853e-15,1.3117882e-18,2.9250417e-19
인지/Noun,4.1562625e-18,5.2002403e-22,3.1009498e-18,8.025043e-19,2.063816e-21
전문/Noun,7.7225905e-18,5.3398285e-23,9.6479665e-21,4.2454544e-18,1.146997e-20
운치/Noun,2.930034e-19,6.3092295e-24,6.2240557e-24,1.0698798e-16,3.0825465e-21
바람/Noun,1.8399735e-18,3.8188958e-24,1.2963064e-20,1.6298091e-18,4.8586178e-21
기/Modifier,1.0396757e-17,4.98506e-22,6.684893e-20,4.7471053e-19,9.32555e-22
상/Noun,1.3950336e-18,2.9216043e-21,1.0888603e-17,4.990034e-19,2.1772242e-20
그림/Noun,2.4207802e-16,1.2553248e-22,4.7928292e-20,2.5921495e-16,9.380902e-19
완벽하다/Adjective,4.1225853e-16,2.9104486e-20,2.9546161e-18,8.341273e-15,1.7748934e-18
뿐/Noun,1.4021254e-16,9.8285083e-20,2.980132e-17,5.3057532e-17,3.7429556e-19
개조/Noun,2.7501387e-20,7.792018e-24,4.4946462e-24,1.908961e-18,3.6184484e-22
색다르다/Adjective,6.6750634e-18,9.119054e-21,2.280692e-21,1.1839096e-17,1.5817445e-19
쉬/Noun,3.0533152e-19,1.9594202e-24,2.404889e-20,1.1720779e-17,2.7524448e-22
일요일/Noun,8.143064e-18,1.6168573e-22,3.015039e-19,8.6552275e-18,1.1731368e-19
대충/Noun,3.8710765e-19,1.7655363e-23,2.2569626e-19,1.2154565e-19,4.1254992e-22
평이/Noun,2.0307997e-18,4.9167527e-21,1.7099865e-19,8.504512e-18,5.6358007e-19
디/Noun,1.3947372e-16,3.1637245e-20,1.6283353e-19,3.9921663e-16,5.0472204e-18
회사/Noun,4.529525e-21,1.5245964e-23,1.9172933e-20,2.0301074e-21,1.6621155e-22
사/Modifier,4.6712445e-19,5.623636e-22,2.0060283e-20,5.1961054e-18,6.7158422e-21
그렇다고/Conjunction,7.975494e-16,1.0090038e-17,1.0490458e-17,2.5991274e-18,2.6402404e-17
쓴맛/Noun,6.958757e-18,3.2197161e-21,9.2775716e-23,2.6359378e-21,1.4803824e-21
금방/Noun,1.6125487e-18,1.0996065e-21,4.3278157e-19,1.3662043e-19,1.096805e-19
카/Noun,5.4670356e-18,8.942671e-22,2.9924773e-19,2.623942e-19,1.105723e-20
역/Noun,8.4831495e-20,8.719691e-24,1.17971966e-20,1.3526488e-19,1.6951563e-22
괜춘/Noun,1.9918136e-14,9.347793e-18,7.470154e-19,1.2819045e-14,7.423177e-17
고/Modifier,3.3593275e-18,9.335057e-21,2.958177e-20,4.383529e-18,7.274259e-20
부암동/Noun,5.85792e-17,1.4204428e-20,9.599765e-21,1.8096327e-16,1.341862e-18
드/Noun,1.0117287e-17,7.816654e-20,7.087798e-21,6.042824e-20,1.8517809e-19
시장/Noun,1.0111605e-19,6.2756577e-21,4.0649533e-20,3.459752e-20,7.306233e-22
이하/Noun,4.15999e-18,8.624073e-20,1.7000854e-21,4.3931356e-19,3.0109242e-19
인정/Noun,2.9660344e-17,3.0165907e-20,1.9297747e-20,2.5725451e-17,1.01628535e-17
보틀/Noun,1.0391004e-18,8.974008e-22,8.839834e-22,2.7805085e-20,4.1333932e-21
천장/Noun,1.1483191e-20,6.5433683e-23,1.0059047e-20,1.5884088e-18,5.0245997e-22
답답하다/Adjective,5.7161535e-18,2.848813e-21,3.3415513e-17,9.744382e-16,1.6911344e-20
보시/Noun,2.990914e-19,1.6866028e-23,1.0861177e-18,2.588697e-19,1.8789836e-20
위해/Noun,7.1984375e-18,1.1453825e-22,1.4947576e-19,4.2517754e-18,9.746226e-19
고급/Noun,3.4187048e-18,6.0557164e-22,1.6255728e-20,1.0606588e-17,1.4132336e-19
호불호/Noun,2.4473704e-18,1.1280725e-22,2.7951404e-21,1.3214358e-19,7.497978e-22
한마디/Noun,1.093258e-20,3.007596e-26,6.7099567e-20,1.0310203e-21,8.993778e-23
다섯/Noun,2.1302417e-18,4.037978e-23,1.6688771e-20,1.963106e-19,4.0105036e-21
우선/Noun,1.2822528e-16,1.0471622e-18,3.651224e-16,3.0085525e-16,6.4071174e-17
오믈렛/Noun,1.0571162e-17,1.8750454e-20,3.7449533e-20,4.5506957e-18,2.2786084e-18
여직원/Noun,6.9652873e-19,5.433797e-23,6.294909e-14,4.739813e-19,2.3372186e-21
모임/Noun,1.9595907e-18,2.5710964e-22,4.9297545e-19,2.4705122e-17,1.4874533e-20
충전/Noun,2.5874034e-19,2.4181702e-22,7.135195e-20,3.8712957e-20,1.1860997e-21
연유/Noun,5.856534e-17,5.3292903e-22,1.1233463e-19,4.2561848e-20,5.4519726e-20
뻔하다/Adjective,2.4808803e-18,2.1589523e-22,1.12435914e-17,2.5709924e-19,9.197174e-20
얼마나/Noun,2.786193e-17,3.2945217e-22,1.2513579e-20,3.1096428e-19,7.714124e-22
합/Noun,1.045426e-18,7.3197034e-23,1.4338407e-20,4.687578e-19,2.3816984e-21
안쪽/Noun,2.861603e-19,7.7870336e-22,5.1838428e-21,2.3075092e-18,2.4620399e-21
테마/Noun,5.31517e-18,4.46216e-21,1.484813e-18,6.924416e-17,3.6904954e-20
은은하다/Adjective,9.2944925e-18,1.4996263e-23,1.2042766e-22,6.2940596e-17,3.9829688e-21
바깥/Noun,4.1369643e-18,9.039416e-24,2.020027e-20,2.5398777e-18,9.481768e-22
쓰레기/Noun,1.6848203e-17,2.7128351e-21,3.0959151e-18,1.4445705e-17,2.7051376e-20
콘/Noun,4.3165875e-19,8.177779e-24,1.886279e-21,1.2554697e-20,3.45594e-20
오히려/Noun,1.1223467e-14,1.01736656e-19,1.3181187e-18,5.271379e-16,2.8496327e-18
쿠폰/Noun,4.832173e-19,1.6648744e-24,6.153058e-20,1.7644432e-18,4.687307e-20
절/Noun,9.280741e-19,2.4184655e-22,3.2187492e-19,7.379858e-19,3.5932268e-19
월/Noun,2.858146e-18,2.4125508e-21,3.8962047e-18,3.050044e-19,1.9004208e-21
끝나다/Verb,1.5645166e-18,4.3304658e-23,2.1988094e-19,7.412074e-20,1.9282514e-20
콜드/Noun,4.7486106e-18,1.4043206e-23,5.341968e-23,5.0678343e-22,1.9309594e-21
평타/Noun,1.0596519e-17,9.6371576e-20,7.374025e-21,3.5480916e-17,1.2063756e-18
내내/Noun,4.453632e-17,1.4784959e-23,1.6415574e-19,5.6855525e-19,1.2588987e-20
언제나/Adverb,1.6170365e-14,5.500941e-20,1.4643221e-17,7.344123e-15,7.015881e-17
이미/Adverb,7.7508676e-17,1.6324813e-22,5.753164e-19,8.4586695e-17,1.4934653e-17
질/Noun,2.6693892e-15,1.1976276e-17,9.469859e-18,2.2198572e-16,5.47488e-19
깊다/Adjective,4.2663876e-15,4.958284e-21,1.9699176e-19,6.3804345e-17,1.191598e-18
갖다/Verb,2.0886865e-20,8.715302e-24,3.1827286e-20,3.507726e-20,5.9873325e-23
식당/Noun,3.9009784e-18,3.511299e-21,1.086573e-19,6.0590075e-19,3.1828262e-20
장/Noun,6.734317e-20,3.3622534e-24,5.1688387e-20,4.2903522e-20,7.050581e-22
소파/Noun,2.8217767e-19,8.5920773e-23,2.5482868e-22,1.228655e-17,1.0894054e-23
초/Noun,2.1051174e-19,3.06618e-25,1.1289641e-21,7.225994e-21,1.4807326e-21
깜짝/Noun,2.3943735e-18,6.773264e-22,3.526254e-20,8.0187095e-19,1.6404798e-20
비건/Noun,2.2011362e-17,1.0617468e-19,2.5177566e-19,1.9098725e-17,3.9753435e-16
리지/Noun,2.4058812e-19,2.2990794e-21,9.853087e-22,8.827914e-20,6.9116787e-22
시국/Noun,5.0969212e-20,4.0082835e-22,2.0958927e-21,4.2945763e-20,5.414161e-23
멋있다/Adjective,5.0831067e-16,3.2241564e-19,9.674291e-19,1.5464047e-14,2.2121035e-18
끼다/Verb,8.651813e-21,5.8474916e-25,6.007909e-20,5.1829955e-20,1.3670155e-22
챙기다/Verb,1.3265982e-18,1.1904045e-23,8.4716736e-19,3.0828424e-20,5.168715e-22
야경/Noun,3.389358e-18,4.4812116e-22,4.4518735e-21,5.1073053e-16,1.7606636e-19
연어/Noun,1.5674797e-18,2.2702931e-21,1.33955914e-20,2.0864022e-19,3.416863e-20
떼/Noun,7.5988906e-18,7.079874e-23,1.8716847e-22,1.2189535e-18,3.858444e-18
삼청동/Noun,2.2547264e-18,3.3498513e-22,1.8277493e-21,2.5111872e-18,5.984783e-20
함박/Noun,1.6457536e-17,1.9073858e-21,4.2075434e-21,1.2661531e-18,1.3297489e-19
이전/Noun,2.9778008e-18,8.2254373e-22,8.591046e-19,9.161426e-19,5.2328806e-20
종업원/Noun,1.721423e-16,1.02723676e-19,6.1362504e-13,3.4118927e-17,1.0827461e-18
멀리/Noun,4.91001e-19,1.0563246e-20,1.114753e-19,1.795554e-19,7.638112e-21
푸딩/Noun,6.932107e-17,3.5655737e-21,3.4665257e-22,1.2223386e-18,1.7853244e-17
왕/Noun,7.33205e-17,2.9786824e-21,3.3058478e-17,4.9189576e-17,8.4990217e-20
지나치다/Verb,3.682471e-17,3.501897e-20,1.4649192e-18,1.3719656e-18,2.5365248e-20
아끼다/Verb,3.1941272e-19,5.042014e-22,1.0628925e-21,3.426679e-20,7.716394e-21
편의점/Noun,9.054249e-18,1.2450535e-20,3.2484615e-21,6.80707e-21,1.0467817e-20
푸다/Verb,7.199835e-19,1.3480314e-22,3.3928978e-21,2.2516814e-20,1.6159763e-21
쓰이다/Verb,2.2998012e-19,4.2096125e-22,7.3492914e-19,4.5037687e-20,1.8884688e-20
떡/Noun,7.2488405e-17,3.462153e-21,5.2745866e-20,6.0473723e-18,3.1656367e-17
소/Noun,1.0876777e-16,1.9972529e-22,8.174018e-21,2.2736333e-18,9.5609526e-21
투썸/Noun,2.2197639e-16,8.9972524e-21,2.9695443e-17,7.293971e-17,1.0405402e-18
전화/Noun,2.880384e-20,4.5328736e-23,9.246327e-18,2.1868287e-21,5.2138293e-21
요청/Noun,1.6813788e-17,1.0258183e-21,5.067378e-19,1.5443198e-19,9.44156e-22
채/Noun,8.817855e-19,2.2770907e-23,3.898698e-20,2.4396408e-20,6.762893e-20
점심시간/Noun,1.0548192e-19,4.304526e-23,1.6147446e-20,1.6468393e-18,7.567001e-21
무시/Noun,1.3477872e-18,9.551902e-23,1.169323e-16,4.9477437e-20,7.283057e-21
유/Noun,1.608883e-15,5.743688e-20,8.203425e-18,3.3792787e-16,1.0229916e-16
혹시/Noun,5.3335944e-17,3.2299884e-21,1.2556639e-16,2.171031e-18,1.2394582e-18
댓글/Noun,5.114567e-20,2.5315358e-21,6.389004e-18,1.27623815e-20,3.899278e-20
채우다/Verb,3.4357777e-19,2.1725687e-21,4.589688e-21,1.7758128e-20,4.052934e-22
포함/Noun,9.994226e-19,2.6326142e-19,4.6646896e-20,1.0744754e-19,4.2200336e-21
휘/Noun,2.392327e-19,3.7076485e-23,2.0633662e-22,2.820633e-21,2.8616423e-22
스테이크/Noun,4.6968675e-19,8.718968e-22,3.382961e-20,2.1247787e-19,1.2491501e-19
모차렐라/Noun,6.7144442e-18,4.2483777e-22,7.868796e-21,1.463372e-18,3.3315675e-20
웬만하다/Adjective,1.574733e-16,7.908919e-19,9.432287e-19,2.8038377e-18,9.135676e-18
테라/Noun,1.2646132e-18,1.5224758e-22,1.04062536e-22,2.8668568e-20,1.1490772e-20
의외로/Adverb,3.6769865e-15,4.184594e-19,4.456045e-17,1.3107497e-15,4.828014e-17
숨다/Verb,1.5838654e-17,3.8153484e-21,2.3071636e-20,2.1216568e-15,1.7390621e-20
평소/Noun,6.909673e-15,3.5538853e-19,1.4768586e-19,1.7130774e-16,1.5939461e-16
시나몬/Noun,4.4289473e-17,1.7352962e-22,3.2739393e-21,3.310891e-20,4.3472057e-20
추/Noun,1.534221e-18,6.9412187e-22,1.1129127e-20,5.3141944e-19,6.279393e-21
뽑다/Verb,5.7995945e-18,1.6196712e-23,6.820665e-21,9.008031e-22,6.2501154e-22
연남동/Noun,7.783401e-17,2.3243087e-21,4.6471084e-19,8.789017e-17,8.791187e-19
연하다/Adjective,5.435516e-16,7.019967e-20,1.4949458e-19,1.398363e-19,2.2958393e-19
장맛/Noun,1.1807486e-16,1.6275087e-20,7.5135045e-20,2.8910555e-17,6.739743e-19
남자친구/Noun,2.018844e-17,1.9716428e-23,1.0933508e-18,6.2144897e-18,1.2065735e-18
비리다/Adjective,1.5931603e-18,4.217518e-23,6.2620955e-22,2.5444902e-21,2.777899e-21
듯이/Noun,9.454436e-20,8.686226e-24,2.1001926e-19,7.783948e-21,7.5539276e-23
쯤/Noun,3.3087428e-21,8.466092e-25,3.867408e-23,3.8241788e-21,2.947706e-24
허니/Noun,5.467513e-19,1.3050574e-22,2.6998054e-22,3.6376482e-20,1.7345626e-21
첨/Adverb,7.708786e-18,3.00147e-22,3.8132842e-20,4.175043e-19,7.838122e-20
아예/Noun,7.1721555e-17,7.6488675e-22,4.970845e-19,2.5428634e-18,2.079131e-20
일회용/Noun,2.756547e-19,1.3900845e-23,6.0753144e-22,3.3889004e-21,3.080181e-23
담백하다/Adjective,3.433752e-16,4.2866218e-20,2.1379644e-21,7.3849663e-16,1.9552384e-17
공/Modifier,6.434046e-21,8.0858394e-23,2.4090088e-22,1.4072445e-21,2.758561e-23
방식/Noun,3.9848913e-17,1.6623574e-21,1.8446038e-19,9.115615e-20,3.8573952e-20
서울숲/Noun,1.5962392e-17,8.1834355e-22,3.2583048e-20,8.841982e-17,2.4529772e-19
나누다/Verb,8.24965e-18,2.0116728e-23,1.849535e-20,8.5018146e-19,1.6830255e-20
빨대/Noun,2.4342606e-18,1.1179202e-21,6.625287e-19,1.4457489e-19,2.948242e-19
어/Noun,1.5700394e-20,3.2205987e-22,5.259349e-23,2.1990802e-17,1.1551505e-21
올라오다/Verb,4.756767e-19,1.24955276e-23,7.784725e-20,6.0766683e-19,1.3983148e-19
평/Noun,4.68723e-15,1.0707357e-19,1.4242058e-16,5.673926e-16,8.952822e-19
술/Noun,1.6309986e-16,1.8001671e-22,2.7559132e-21,2.1955428e-17,9.017948e-19
식다/Verb,1.3743543e-18,2.483926e-21,6.364499e-21,8.4178074e-20,6.6091544e-20
베이컨/Noun,4.697403e-20,1.5748004e-22,3.9235059e-22,2.9377982e-21,2.7729972e-21
먼지/Noun,3.0624255e-19,5.140692e-23,3.7506004e-20,5.718858e-18,6.16826e-21
만나다/Verb,4.5081072e-17,2.4145636e-24,5.5310276e-21,2.1476855e-19,2.9280995e-20
벽/Noun,2.6769692e-20,2.0871538e-23,7.337859e-20,1.1477818e-18,2.4662513e-21
어쩔/Adverb,1.8723354e-21,1.7361819e-24,3.2046165e-23,4.750866e-22,4.7618204e-24
멜론/Noun,9.047615e-19,1.1724678e-23,2.4541809e-22,1.5867181e-19,5.3563996e-21
익다/Verb,1.5704937e-21,5.4523983e-24,1.9626518e-24,8.7063006e-23,2.4385019e-23
요새/Noun,2.715161e-16,4.1653984e-21,2.5049209e-18,1.5560723e-16,4.863023e-17
꾸덕꾸덕/Adverb,1.7222678e-19,2.6078393e-24,4.0235548e-23,6.3521283e-21,1.237623e-21
실/Noun,3.312004e-19,1.7114132e-22,6.0397156e-19,2.0988482e-18,4.496677e-21
딸/Noun,8.881897e-19,7.217502e-23,1.2182077e-21,3.607096e-20,1.6275883e-21
등등/Noun,3.08654e-18,2.4345714e-22,2.9631817e-19,4.8915793e-18,2.343058e-20
근/Modifier,3.0335569e-18,1.25726695e-20,3.8195882e-20,1.2784217e-19,8.015655e-18
발레/Noun,3.2283054e-18,2.2947797e-19,2.1617692e-16,7.624678e-17,3.7012953e-20
황당하다/Adjective,8.945722e-19,1.9897036e-20,1.786844e-17,7.378591e-19,6.664215e-21
새/Noun,2.9678097e-18,3.7335095e-22,4.0390357e-18,1.36649245e-17,1.390129e-20
고급스럽다/Adjective,3.588534e-16,4.5466806e-21,1.4595467e-19,1.0077243e-14,2.3175127e-18
틀다/Verb,2.5487462e-20,1.790852e-22,2.3229892e-20,7.6714963e-19,3.2495273e-21
어리다/Verb,9.889812e-20,2.2568215e-22,2.1167292e-19,1.3451869e-20,1.960156e-21
구요/Eomi,6.3148384e-17,9.6110495e-21,3.0322034e-18,5.5236593e-17,2.1275214e-18
생일/Noun,9.331999e-20,1.1730173e-24,2.7680852e-19,3.3513005e-19,1.1420809e-20
젠/Noun,1.2784601e-20,3.3407508e-23,2.8367109e-21,7.585931e-21,1.3467829e-21
레이스/Noun,1.9624943e-17,2.7519738e-21,7.011373e-21,9.4034474e-17,3.4810794e-20
아지트/Noun,1.0884657e-17,4.5950097e-23,1.7133959e-18,6.026859e-16,2.4727432e-20
검색/Noun,1.3738562e-18,9.752608e-22,5.652164e-19,1.31422315e-17,6.681174e-19
누가/Noun,8.454535e-18,8.035101e-24,2.4612914e-19,9.240746e-20,1.3743903e-19
환상/Noun,2.4133841e-17,3.250756e-20,1.1785996e-20,1.9948063e-17,1.8785625e-18
갑/Noun,1.9109667e-16,2.7922112e-20,2.4128478e-19,1.9219097e-17,2.38312e-18
분도/Noun,1.1957958e-19,8.299691e-23,1.5392062e-15,8.899397e-19,1.6223195e-21
유리/Noun,1.6430474e-20,8.8708695e-24,1.7953115e-22,5.175728e-19,7.7738216e-23
개도/Noun,2.095528e-18,1.0813375e-20,5.797955e-19,9.625511e-20,8.3210985e-21
확/Noun,8.89041e-18,1.0520895e-21,2.4643233e-21,1.4376801e-20,8.9798e-21
규모/Noun,1.5082695e-19,5.304829e-22,7.385346e-20,2.7047483e-18,2.621578e-21
순간/Noun,1.4313555e-18,7.3462495e-23,1.5341625e-18,9.029233e-20,8.612432e-21
박스/Noun,5.015076e-17,8.655214e-21,2.0576552e-19,1.468012e-19,1.859902e-18
흔하다/Adjective,3.5166277e-17,1.9903955e-19,5.8667216e-20,1.0270849e-17,2.9335123e-19
거품/Noun,3.17856e-17,1.3149082e-20,5.000553e-19,8.798842e-18,1.0252681e-18
좌/Noun,3.7967536e-19,5.6747934e-23,5.4945805e-22,3.600791e-17,2.5857023e-22
지저분하다/Adjective,6.787782e-20,5.363264e-23,3.6772733e-19,3.5488594e-19,1.7765222e-22
사라지다/Verb,5.0989173e-15,1.7746893e-19,4.294925e-18,3.1242254e-16,1.5901243e-18
아메리카/Noun,1.3470235e-15,1.0464903e-20,1.1800264e-19,1.386424e-17,3.8710345e-18
외관/Noun,1.729472e-17,4.5386097e-19,1.9572748e-18,7.6698987e-16,2.6092203e-18
설탕/Noun,5.4037992e-17,1.1434883e-21,9.5185935e-21,8.483991e-20,1.29604e-19
안감/Noun,2.6460136e-20,3.1096856e-22,6.9819634e-20,1.0177848e-21,4.9701146e-23
정/Noun,1.6113284e-14,9.171563e-20,9.612972e-18,8.288525e-15,1.1118833e-17
