,커피/Noun,가격/Noun,직원/Noun,분위기/Noun
이야기/Noun,9.2147326e-20,3.3485686e-25,2.6180727e-19,9.412087e-19
경험/Noun,6.7023324e-20,1.012494e-23,3.3687567e-20,6.8518545e-21
대기/Noun,7.711976e-22,1.30265934e-23,5.4977283e-21,3.022312e-22
로/Noun,1.9954219e-18,2.0245536e-22,1.9224931e-20,1.8016734e-20
인기/Noun,5.4423282e-21,3.790308e-22,2.3330752e-22,2.7277882e-21
단맛/Noun,2.047936e-20,5.787955e-23,1.2079803e-22,4.1240535e-21
해보다/Verb,8.0122406e-23,1.727613e-24,7.978052e-23,4.8862332e-23
적/Noun,6.6934194e-19,6.043607e-20,1.1447204e-19,6.4619175e-20
무조건/Noun,3.643497e-19,4.2302655e-22,5.314673e-22,4.594681e-21
옛날/Noun,6.580184e-17,5.95497e-21,3.0895307e-19,3.777761e-16
시설/Noun,2.4276011e-19,1.6915779e-22,7.772329e-18,4.1544917e-16
지하/Noun,2.9933792e-19,2.2395322e-22,2.6432899e-20,2.39099e-16
내리다/Verb,2.536605e-18,6.78298e-24,8.544655e-22,2.4628762e-21
낮다/Adjective,2.5875488e-21,4.52835e-21,2.5044764e-22,1.2871208e-21
상태/Noun,2.0839591e-20,2.5859393e-22,7.027361e-20,2.9303342e-20
토마토/Noun,4.907365e-21,1.159016e-23,2.3884186e-24,3.6232275e-22
도시락/Noun,1.3106265e-20,6.6272136e-25,6.4989576e-25,6.5672027e-22
수가/Noun,3.745923e-21,1.3761877e-22,1.6736203e-20,6.1777503e-21
재미/Noun,3.1858034e-19,1.3105938e-24,4.2645483e-23,6.4990237e-20
텐데/Eomi,1.8634376e-19,8.525891e-24,2.58267e-19,3.7599117e-20
빨리/Adverb,2.0818068e-19,3.8581877e-21,1.2037822e-19,6.7151508e-21
어렵다/Adjective,6.76656e-19,8.887984e-22,6.2382356e-20,3.1469367e-18
따르다/Verb,6.96399e-18,7.1466835e-22,5.839766e-22,1.9051761e-20
밖/Noun,1.2838459e-20,4.7590805e-23,5.698972e-19,5.48736e-20
해도/Noun,1.227676e-17,8.250644e-21,2.0363452e-19,1.890287e-18
이제/Noun,7.784317e-18,1.9657345e-21,1.7064286e-19,1.1798283e-19
조합/Noun,2.9919867e-19,5.1030056e-22,1.4150155e-24,4.5599013e-20
구/Noun,1.1309498e-16,1.9463491e-21,1.4369374e-16,2.1750443e-17
들르다/Verb,2.1065553e-19,1.3562881e-24,3.0679866e-22,5.295395e-19
노트북/Noun,6.192898e-21,3.798091e-24,5.1192883e-21,3.236082e-20
착하다/Adjective,8.351284e-19,3.1686835e-23,3.8776793e-21,9.597546e-18
청소/Noun,1.1582431e-22,1.6397247e-25,1.315701e-20,1.6124592e-22
읽다/Verb,3.8688877e-21,2.3721083e-26,2.2113828e-21,3.9989737e-19
시럽/Noun,2.4695837e-21,8.949004e-25,6.983627e-24,3.7461332e-23
저/Determiner,8.0865836e-22,4.2853685e-25,6.2391066e-23,2.9662177e-23
파운드/Noun,1.3000217e-18,1.4205321e-24,9.396283e-23,1.600755e-20
줌/Noun,5.122126e-19,2.5473634e-22,8.311875e-19,5.5884395e-21
바나나/Noun,3.424657e-18,8.392401e-23,5.2064703e-23,1.02771835e-20
끝/Noun,3.04499e-17,1.8838835e-22,3.4138536e-20,9.855508e-19
별/Modifier,5.4330976e-21,3.9668331e-22,3.7455085e-21,3.4618494e-21
오렌지/Noun,6.9443544e-19,1.8117407e-22,5.1579386e-23,6.1798005e-21
아래/Noun,1.4019154e-18,1.4785078e-22,1.961144e-20,1.4575153e-20
바꾸다/Verb,2.9373067e-20,8.192395e-23,9.8413345e-21,7.27669e-23
스무디/Noun,6.847949e-17,8.539083e-22,5.7575906e-22,6.4500714e-20
줄이다/Verb,6.6330986e-20,4.1794033e-22,3.541053e-21,3.36026e-20
막/Noun,4.8577546e-18,9.771819e-23,5.8718967e-19,8.3714116e-19
식감/Noun,5.8103095e-19,1.1685486e-21,9.27379e-22,1.0007606e-20
평점/Noun,1.0023506e-19,2.192241e-21,2.7106034e-19,9.933862e-20
차라리/Noun,2.0057482e-17,7.651556e-21,6.625992e-20,1.5555009e-18
밥/Noun,2.0317452e-18,1.6962764e-21,5.394499e-21,1.1169372e-18
필요/Noun,4.1998145e-21,7.570946e-24,3.8019218e-22,2.138624e-22
요/Modifier,1.03582845e-16,9.36266e-21,2.3090137e-19,1.1544656e-17
입구/Noun,2.7121046e-18,1.0586558e-21,8.0067535e-20,1.0945694e-18
붙다/Verb,1.8844155e-22,3.1923667e-23,1.633697e-21,1.3760001e-20
훨씬/Adverb,2.2975652e-19,1.6914827e-20,3.0792775e-22,4.0230546e-20
가능/Noun,9.542999e-19,1.0796084e-24,5.855511e-23,1.1210249e-21
너/Noun,2.1326138e-20,2.3050563e-24,2.5953995e-20,1.08443984e-20
장점/Noun,1.4706591e-17,1.253604e-19,3.406179e-20,1.0976139e-17
그러나/Conjunction,3.9007277e-17,2.791041e-19,9.859038e-20,2.7846829e-18
무/Noun,8.0239066e-20,3.3641378e-25,2.5883287e-21,7.6849363e-20
번은/Noun,1.4409895e-22,6.3930255e-26,3.7363963e-25,3.1922067e-24
식/Noun,2.6320982e-22,1.6232148e-24,5.660243e-23,8.0817727e-22
차갑다/Adjective,1.069986e-16,3.2376225e-22,3.2019712e-19,6.359384e-19
계란/Noun,4.573908e-20,1.5563159e-23,1.8845089e-22,9.425761e-22
점심/Noun,6.8833214e-20,2.1253117e-21,3.2915318e-22,1.7620133e-20
풍/Adverb,5.7100205e-21,3.582978e-25,8.4163693e-26,1.4150939e-20
탱/Adverb,1.4811465e-19,1.7105573e-23,1.9701938e-21,2.8449485e-20
가세/Noun,9.512282e-20,5.663894e-23,8.034592e-21,2.0945509e-20
수다/Noun,1.5897217e-21,4.546736e-27,7.3081526e-23,3.1091196e-20
카페인/Noun,5.855328e-17,8.8025924e-20,5.2730777e-20,3.198788e-17
주시/Noun,6.657765e-20,1.9973719e-25,6.88674e-19,8.00336e-21
그리다/Verb,1.1951135e-16,1.9946348e-21,1.5754165e-18,2.9838516e-17
끼리/Noun,1.1025924e-22,2.454033e-28,1.6893282e-21,3.2334752e-22
아기자기하다/Adjective,2.6617589e-18,6.836704e-23,1.5884616e-20,5.040109e-15
상큼/Noun,1.7391967e-18,3.369021e-23,1.2705825e-22,3.063943e-20
오래되다/Adjective,3.0267486e-18,7.1400066e-22,9.28824e-21,2.247882e-18
커피집/Noun,8.2335303e-16,1.5869777e-20,5.7384944e-21,4.4436515e-18
여자친구/Noun,9.037404e-19,2.1088013e-24,1.3188724e-19,6.808717e-18
자/Noun,1.7653033e-20,3.1941434e-24,1.2340121e-21,3.9261316e-19
크게/Noun,3.170673e-19,8.247183e-21,1.4505541e-20,4.0963057e-19
수프/Noun,3.744696e-20,5.350105e-23,4.9409435e-24,1.5539624e-21
만족스럽다/Adjective,8.348678e-18,4.2539265e-21,2.24566e-20,1.10615985e-16
촉촉하다/Adjective,3.256169e-19,3.992596e-22,3.5917963e-22,1.176094e-19
쑥/Noun,1.5604584e-17,4.278597e-22,1.0048078e-20,8.176989e-19
즈/Modifier,4.2902633e-23,1.1866074e-27,4.535723e-25,6.7855164e-24
수제/Noun,2.5380095e-17,1.5700384e-21,1.6279487e-21,1.3494335e-18
키/Noun,4.384664e-19,5.9215545e-22,1.5857922e-19,1.2804076e-20
원/Modifier,1.0569701e-19,2.094825e-18,7.483373e-23,1.9858963e-21
즐겁다/Adjective,2.4994418e-18,1.4179821e-24,1.24903045e-20,7.7460713e-19
이상하다/Adjective,2.3459784e-16,3.4957287e-21,7.7090457e-19,1.6385052e-18
안내/Noun,9.9834986e-23,1.2452498e-25,7.666428e-21,1.9852426e-23
사과/Noun,1.400207e-23,2.8788813e-26,1.2036577e-20,2.3617634e-24
애플/Noun,9.700191e-20,3.7210345e-25,3.3421017e-23,2.7327984e-21
오/Modifier,4.8156985e-21,3.9972267e-23,1.7409523e-22,5.8498685e-21
보드게임/Noun,2.1175782e-18,4.2826786e-22,9.553051e-19,1.0475863e-17
탈출/Noun,2.1502799e-23,4.380469e-26,1.2194626e-22,8.102447e-24
밍밍/Noun,1.08028835e-16,1.6645547e-19,3.3378644e-20,1.2068208e-20
흠/Noun,2.678504e-18,4.6708527e-19,1.204277e-21,5.716938e-18
종종/Noun,3.4733743e-19,5.0545874e-23,6.514264e-20,1.1315226e-18
아이/Noun,9.3978025e-20,3.4524922e-25,1.1323591e-20,5.1776204e-20
심지어/Noun,1.2354754e-16,4.75613e-20,4.5523475e-17,1.5060401e-17
잡다/Verb,7.5155394e-20,2.9246326e-24,2.864691e-21,1.9264649e-20
하루/Noun,7.102603e-21,4.1084527e-25,2.3967e-21,2.1767818e-22
간격/Noun,2.3655258e-22,9.1876515e-24,5.935373e-22,2.8538507e-20
짱짱/Noun,1.6968032e-18,6.181775e-23,1.3714777e-20,2.4954392e-19
다방/Noun,1.4332454e-19,9.26059e-25,3.0429937e-24,9.679043e-21
일반/Noun,2.3543506e-17,1.0337707e-18,1.6342632e-22,1.6090892e-18
찾기/Noun,3.6900412e-22,1.439401e-23,2.884888e-23,1.5756792e-20
일본/Noun,3.152597e-17,1.7550954e-22,1.1083292e-19,1.7033998e-17
최근/Noun,4.5243686e-18,8.944001e-22,2.0975903e-19,5.217418e-18
상당하다/Adjective,1.2170254e-18,4.5795995e-20,7.27215e-20,1.765458e-20
맛남/Noun,5.782723e-16,9.452102e-18,7.8343265e-20,1.8041393e-16
우연히/Adverb,4.5370276e-22,2.9160394e-27,1.1146701e-23,4.660614e-21
이르다/Verb,2.821984e-17,1.2248492e-19,2.3461909e-18,6.1314374e-18
전반/Noun,2.8356146e-16,4.377378e-19,1.4076701e-19,1.1892651e-16
바셋/Noun,3.650574e-21,7.6974454e-25,8.9688695e-23,1.6719278e-22
사악하다/Adjective,8.289959e-20,2.881494e-20,6.453434e-23,9.36038e-20
믿다/Verb,1.4270975e-18,5.665341e-23,6.26028e-22,5.161979e-21
미치다/Adjective,1.02430596e-19,9.0437665e-23,7.953715e-22,8.8900235e-21
과/Noun,3.8754673e-18,1.3690202e-21,2.0251128e-19,4.555085e-20
선물/Noun,3.15644e-22,9.7987926e-26,5.6114587e-24,5.8080156e-23
전부/Noun,6.469922e-16,1.9840787e-21,2.7021286e-18,1.397202e-17
평가/Noun,7.619299e-17,6.677371e-21,3.974744e-20,1.4248455e-18
핸드/Noun,3.1716196e-17,4.715421e-23,5.336204e-23,5.8362084e-20
파이/Noun,9.76264e-18,2.1378736e-22,2.9502752e-21,1.1186003e-18
감동/Noun,3.7816468e-20,3.247789e-23,9.679481e-22,2.0474284e-20
살/Noun,1.0574218e-19,5.1594734e-23,4.8813337e-23,2.2501179e-21
산/Noun,1.2978125e-17,8.941643e-23,4.1397956e-23,2.3995122e-18
그것/Noun,3.7926917e-16,2.2480855e-20,2.2828443e-19,3.0275454e-18
먼저/Noun,1.3321847e-21,1.0563543e-25,8.2351105e-21,1.8024482e-22
최애/Noun,7.031625e-20,2.6129278e-24,4.3763668e-23,5.570563e-20
사실/Noun,7.5447435e-15,3.2517144e-18,1.0250105e-17,2.950225e-17
물론/Adverb,9.190564e-16,1.8297585e-21,1.0324432e-17,1.7373284e-16
계시다/Adjective,8.0707825e-20,1.6865696e-24,1.1089822e-16,4.387939e-21
민트/Noun,1.2029376e-19,4.775862e-25,2.9434054e-22,2.2113405e-21
티라미슈/Noun,5.3608442e-18,6.4738e-23,1.9521277e-20,8.4565316e-19
어느/Adverb,2.1044016e-20,1.7317048e-23,1.4093028e-20,7.194309e-21
비슷하다/Adjective,2.1541874e-16,4.253377e-20,2.6259717e-21,7.8643676e-18
필링/Noun,1.4580977e-22,3.428596e-23,8.234659e-24,5.4112474e-24
신/Modifier,8.959573e-22,6.2667184e-26,3.5865527e-22,7.0572274e-22
바닥/Noun,9.543348e-22,8.333688e-26,3.4335953e-23,2.6471734e-21
와인/Noun,1.8545488e-15,3.598463e-21,2.169073e-22,1.4392743e-16
바삭/Noun,8.071201e-23,3.836852e-26,3.4784952e-25,3.5503127e-24
경치/Noun,2.4788858e-17,3.0059766e-20,9.40164e-20,4.1206226e-15
느리다/Adjective,4.059158e-20,3.2729156e-21,2.2218278e-19,1.0452853e-20
담다/Verb,2.841662e-20,3.4625475e-22,7.487145e-22,7.374926e-21
대학로/Noun,1.4036332e-18,2.590046e-22,6.1120655e-22,5.144962e-18
신맛/Noun,5.934363e-19,1.043289e-21,2.3571664e-22,2.4264891e-20
은/Noun,3.2340495e-18,9.495993e-22,1.01825184e-19,1.4672002e-19
끼/Noun,4.198008e-19,1.7856889e-21,1.1980564e-18,5.074165e-20
한잔/Noun,5.569568e-19,2.3692634e-23,1.7305895e-22,1.1429051e-19
저희/Noun,1.3172333e-19,1.3015368e-23,1.1799685e-18,1.1771753e-20
한적하다/Adjective,8.030407e-18,1.6179686e-21,2.016155e-20,4.6637915e-16
카페라테/Noun,5.2949813e-15,2.4326963e-22,5.4859104e-22,5.585267e-20
리필/Noun,2.2804398e-21,1.5589714e-24,4.611722e-25,5.0685667e-23
부족하다/Adjective,3.5674819e-19,1.6306095e-20,1.2959009e-20,2.9330183e-20
브/Noun,1.9030387e-22,1.716575e-26,1.7071536e-24,4.0192138e-23
대한/Noun,3.4680636e-20,4.9297625e-23,3.16835e-20,3.918183e-21
다가/Noun,6.5250824e-20,5.5483057e-24,9.219087e-21,7.789652e-21
힐링/Noun,4.8950328e-18,8.87795e-23,6.7128233e-20,8.200268e-17
미리/Noun,2.7927013e-20,1.0511503e-22,2.2423899e-20,2.407917e-21
귀찮다/Adjective,7.479584e-21,2.1136094e-24,2.291483e-18,8.915519e-23
창가/Noun,2.1165079e-22,8.025103e-27,2.731868e-23,2.3559542e-21
한번/Noun,2.6873174e-17,1.5835171e-22,1.4597132e-20,6.9331043e-19
정성/Noun,2.1965629e-19,8.649693e-23,2.2549038e-21,1.4926266e-19
겉/Noun,1.5169353e-20,3.075203e-23,1.5749504e-22,8.377792e-21
모카/Noun,1.2117627e-18,4.1783947e-24,4.98061e-23,1.3568963e-20
성/Noun,1.1697891e-20,2.4199486e-24,1.4745821e-22,4.5304455e-19
운/Noun,1.8744446e-20,2.613006e-25,2.477811e-22,8.5168396e-20
대신/Noun,2.1373173e-16,5.2633337e-19,8.296357e-18,4.2575714e-17
얼마/Noun,1.7549681e-22,1.5263516e-26,2.1002044e-23,1.5172057e-22
마인드/Noun,4.7394782e-23,3.8024652e-26,1.1650729e-20,2.649464e-23
흑/Adverb,1.5271008e-21,9.339134e-25,2.3843855e-24,8.714242e-23
짐/Noun,1.96624e-18,1.0825546e-21,2.686985e-20,4.3117986e-19
준비/Noun,2.633434e-22,1.0069618e-25,3.0895845e-22,8.824769e-23
지/Modifier,7.5166865e-20,7.6730247e-25,7.391003e-22,5.5969092e-21
소품/Noun,1.192798e-19,1.44277e-24,7.332587e-23,1.1702997e-17
나중/Noun,6.098963e-19,2.3693357e-23,3.4828595e-20,2.3066432e-21
일찍/Noun,5.9559016e-21,1.13392215e-23,3.0482235e-23,1.0043633e-20
힘드다/Adjective,1.6862845e-19,2.3148066e-20,2.3532582e-22,1.1239762e-19
본인/Noun,7.672286e-19,2.0701692e-23,1.876601e-17,2.6601408e-21
마들렌/Noun,1.3661752e-16,5.403705e-21,2.0002743e-20,1.7691545e-18
원하다/Adjective,8.342879e-19,1.3540143e-23,6.5068307e-22,2.2124892e-20
망고/Noun,2.7416136e-19,7.7697006e-23,7.022048e-22,2.6136197e-21
강/Noun,6.301476e-19,8.096859e-23,1.6700683e-20,7.5507166e-19
인사/Noun,6.021093e-23,2.5913874e-24,6.7762207e-19,1.2298196e-22
카눌레/Noun,1.2592851e-13,2.2518706e-20,2.9650163e-17,5.92196e-15
애/Noun,9.417259e-19,2.5874276e-23,3.2171688e-17,1.8633323e-18
서/Modifier,1.8294523e-20,9.96837e-27,5.9366343e-24,2.308975e-22
판매/Noun,2.2777307e-18,5.9978535e-21,1.9363292e-21,1.3524786e-19
여전하다/Adjective,4.9768194e-20,6.0421457e-23,1.5653031e-20,9.439301e-20
길다/Adjective,8.458947e-20,1.8554782e-20,4.590111e-20,5.3189345e-21
궁금하다/Adjective,5.2037257e-17,2.7329339e-21,2.4257765e-20,2.940907e-19
확인/Noun,2.7666034e-22,3.1148814e-25,1.8897424e-22,5.997916e-23
조명/Noun,7.365535e-21,2.774952e-23,5.3621014e-22,4.3089582e-17
일행/Noun,1.3508448e-18,1.4260925e-23,8.008866e-19,3.2591995e-20
너무나/Adverb,1.8426664e-15,7.285339e-20,3.666294e-18,1.8311036e-16
익선동/Noun,1.4556664e-18,2.6966157e-21,2.5895817e-22,5.325643e-18
감자/Noun,1.5611532e-19,2.7119748e-22,3.463274e-22,1.098283e-19
배/Noun,2.1260262e-20,2.503607e-22,3.7850917e-22,5.187718e-22
붐비다/Verb,3.0831214e-22,2.3820763e-24,7.325682e-23,1.8939156e-20
꽃/Noun,4.137623e-20,4.53536e-25,2.5027202e-21,3.3453581e-21
그럭저럭/Adverb,2.4287432e-13,1.7222752e-18,7.414114e-19,2.2275948e-15
울리다/Verb,1.644903e-21,9.1874464e-23,3.641605e-20,1.7583874e-20
줄다/Verb,2.6710326e-20,6.7022996e-22,1.1059135e-19,8.6356565e-21
뭘/Noun,4.582133e-20,1.206487e-24,4.5789508e-21,6.2775223e-22
좋아지다/Verb,1.2272204e-19,3.8629536e-24,1.5654044e-20,3.1682656e-20
인사동/Noun,1.163629e-21,6.3148574e-26,2.1025268e-25,3.8281046e-21
꾸미다/Verb,2.6940144e-21,5.1165664e-24,1.0226412e-22,2.0232596e-19
대가/Noun,3.1136641e-21,7.049455e-21,2.8794774e-24,1.2005075e-20
안되다/Adjective,2.12889e-21,1.5868595e-24,2.1175024e-21,6.1439274e-22
아직/Adverb,6.656523e-19,1.03181845e-22,4.7823276e-20,1.3035773e-18
그게/Noun,1.3949653e-17,3.301254e-21,5.939215e-17,5.588701e-19
아쉬움/Noun,6.83012e-20,5.355725e-21,4.353989e-22,3.1580947e-19
그냥/Modifier,2.9809686e-20,9.867709e-24,4.0321287e-23,3.164014e-20
차도/Noun,2.0526495e-15,2.6617025e-22,1.5232676e-20,1.0128612e-15
가로수길/Noun,1.4975215e-17,1.9649032e-20,2.402065e-20,9.056049e-17
경우/Noun,3.1782156e-20,2.943539e-23,2.903728e-20,7.138213e-21
가득/Noun,6.858294e-19,4.792892e-24,5.1930443e-22,4.8663552e-20
떠들다/Verb,3.9638402e-21,9.903756e-25,5.382477e-20,1.6409251e-19
리저/Noun,6.1336214e-23,5.6774662e-27,4.5703402e-24,7.206552e-23
아무리/Adverb,3.2084777e-18,4.7226807e-21,9.1201716e-20,1.225798e-19
빈/Noun,4.3388936e-18,7.6644943e-22,1.4822479e-20,2.4811928e-18
디자인/Noun,6.228473e-17,5.60082e-20,1.3744591e-18,2.4196273e-15
젤/Noun,3.2518773e-17,1.7330149e-21,1.8161503e-20,4.4222093e-18
확실하다/Adjective,2.6023444e-16,1.4860922e-20,4.0171965e-20,1.3727418e-16
작고/Noun,6.524983e-20,1.5252045e-19,9.147174e-20,2.3096942e-17
글/Noun,2.0225475e-21,2.3464535e-23,8.245138e-21,4.6129077e-22
접시/Noun,5.273676e-22,5.868609e-25,2.993372e-24,2.0406181e-23
하/Exclamation,3.931227e-19,2.3882296e-22,1.5039154e-18,7.4684406e-20
엄청나다/Adjective,5.9995104e-18,4.26166e-20,1.187659e-18,2.2555083e-19
매일/Noun,1.4125605e-18,5.243083e-23,1.2796312e-20,6.288218e-20
필요하다/Adjective,8.704725e-19,7.9969776e-22,2.1517542e-18,6.606637e-19
사이즈/Noun,2.4567324e-19,5.656191e-21,1.3208087e-22,4.0181296e-21
세다/Verb,4.0748297e-19,2.0661804e-20,1.0511703e-22,5.1393665e-20
인절미/Noun,1.6227482e-19,1.2953319e-21,8.3643757e-22,4.1096233e-20
무화과/Noun,1.2274886e-17,5.184216e-22,2.2122097e-21,3.091806e-19
이후/Noun,4.4880248e-20,2.6256385e-23,1.2339556e-21,4.917597e-21
유명/Noun,7.0806673e-20,1.1424849e-22,2.0707854e-23,3.025024e-21
다녀오다/Verb,4.524248e-18,4.806776e-22,5.6258983e-19,3.3120077e-17
깔다/Verb,2.2290693e-19,3.1417228e-23,1.2497984e-19,2.2984516e-18
전망/Noun,4.7312375e-17,5.3292113e-21,2.4484498e-21,5.0533736e-15
설빙/Noun,4.1796007e-19,2.2633394e-22,7.0768226e-23,5.864146e-21
모습/Noun,8.445115e-20,8.0695035e-24,6.615864e-20,2.1683554e-20
나무/Noun,1.9642502e-21,4.8624834e-25,7.492713e-23,1.6218075e-19
얼다/Verb,1.7764699e-20,1.6585433e-22,1.6342195e-22,2.563667e-19
에어컨/Noun,3.809838e-20,4.7640033e-23,7.4080034e-20,1.5009622e-20
하니/Noun,1.674862e-17,1.3056899e-22,1.6652994e-17,3.6941437e-20
당황/Noun,8.043977e-21,3.5703357e-22,4.0383846e-20,3.8743674e-21
머리/Noun,2.5864905e-23,1.02194496e-26,6.846707e-21,6.664946e-23
구성/Noun,8.900594e-17,2.3584034e-18,8.3814323e-22,3.3398178e-17
사이/Noun,1.4174996e-18,5.762817e-23,1.3141759e-20,8.290785e-19
만/Modifier,1.7958008e-19,2.1845346e-22,2.3491505e-22,1.6920757e-21
프랜차이즈/Noun,1.2644266e-16,5.0278095e-19,9.53146e-20,3.3725547e-17
가도/Noun,1.5665351e-18,1.7966896e-21,2.5633329e-20,3.9545404e-19
놈/Noun,2.7834936e-18,6.488397e-20,4.086037e-19,5.4458048e-18
조화/Noun,1.3554026e-18,1.04482185e-22,2.396051e-21,7.3437146e-19
진심/Noun,1.03330264e-16,7.163005e-22,1.2171414e-18,2.9219194e-19
무료/Noun,2.8742264e-20,3.5105184e-23,4.276018e-22,2.102083e-20
별개/Noun,5.4749244e-18,4.2037133e-19,6.7938205e-19,4.2150043e-18
열다/Verb,6.5007066e-21,1.9181371e-25,5.622931e-21,1.18571114e-20
넘치다/Adjective,1.93535e-18,2.7887912e-22,1.1642872e-19,1.6627151e-18
가득하다/Adjective,5.506846e-18,1.0948082e-24,5.978525e-22,1.8881311e-19
지인/Noun,3.1345585e-19,1.5986344e-24,8.0702894e-20,9.4485235e-20
닫다/Verb,5.586631e-20,1.3440043e-24,1.1234565e-21,1.0025413e-20
쫀득/Noun,7.313961e-21,1.4732542e-23,7.245802e-24,1.1337158e-21
불다/Verb,1.4255843e-19,4.5041794e-21,3.0518712e-19,2.814873e-20
충분하다/Adjective,1.7573775e-17,3.729615e-19,2.3062584e-19,2.8682163e-18
꽉/Noun,3.691451e-21,9.069322e-25,2.8187695e-23,2.534165e-20
웃다/Verb,3.9892372e-19,5.0175265e-24,8.200706e-17,1.2274774e-20
풍경/Noun,4.5832043e-18,1.6047154e-22,2.9475434e-20,1.221604e-15
일부러/Noun,8.272749e-18,1.281903e-20,8.665257e-21,7.6721945e-20
협소/Noun,1.5038958e-21,1.163282e-22,3.5967597e-22,1.0696526e-21
잼/Noun,6.466088e-19,9.2267436e-24,2.535225e-23,2.4023203e-21
똑같다/Adjective,4.0426408e-19,2.315608e-22,4.8415203e-22,2.6579814e-20
허다/Verb,3.1563952e-20,5.707271e-23,5.4499706e-22,5.1703968e-20
계절/Noun,3.1069857e-20,8.345336e-25,2.4812152e-23,1.0478729e-19
북적/Noun,4.3576616e-22,1.4218394e-23,1.5032754e-22,2.0306738e-20
뻐/Noun,8.998827e-22,4.3603693e-23,4.0317926e-22,2.712764e-20
터지다/Verb,2.123789e-20,1.1971619e-24,2.0936472e-21,7.5186084e-20
죄송하다/Adjective,1.2061811e-20,2.1148422e-25,2.377617e-18,1.5301798e-21
피자/Noun,2.4335633e-19,1.0356666e-23,3.249837e-21,8.7002055e-20
덕분/Noun,1.0759274e-19,1.7216132e-24,6.724074e-20,2.5736711e-19
싫어하다/Adjective,1.602051e-19,4.06836e-23,2.8873791e-21,7.8402677e-22
블루베리/Noun,7.167932e-20,1.7512221e-23,1.4974655e-23,1.2124543e-21
만하/Noun,3.4709657e-18,3.2877188e-21,1.5293862e-21,1.5467074e-19
센스/Noun,3.617395e-17,1.1844499e-20,3.17661e-16,9.476808e-16
중요하다/Adjective,1.2925726e-21,3.9100863e-23,2.1200968e-21,9.079791e-22
그만큼/Adverb,7.721941e-18,4.8437634e-19,1.6644459e-20,2.558773e-18
노/Noun,7.937913e-17,2.4904726e-21,5.4780765e-19,1.6783534e-18
기도/Noun,2.474981e-19,3.3041985e-23,2.4305756e-19,1.3956147e-17
옴/Noun,8.5145135e-17,1.8289488e-21,9.34975e-19,4.2256455e-18
홀/Noun,4.8551747e-20,1.7063342e-23,3.5257578e-19,1.6659774e-19
제발/Noun,2.2803289e-19,4.6433776e-23,4.7593966e-20,7.9116e-20
칵테일/Noun,1.0065599e-15,3.7251505e-19,6.841776e-20,4.600726e-16
걱정/Noun,7.199179e-18,3.25695e-20,7.816692e-18,2.123857e-17
보이/Noun,8.752639e-19,1.9011159e-22,8.403659e-20,3.5271316e-18
의/Noun,5.5745206e-19,3.300761e-22,2.8788432e-22,1.2171865e-20
차이/Noun,7.083994e-19,2.0029296e-22,1.4431577e-21,8.182067e-21
코스/Noun,9.7099275e-20,5.2060357e-22,4.8266915e-23,9.017186e-20
자꾸/Noun,2.906524e-18,6.1420533e-22,4.366535e-20,1.16562415e-20
대해/Noun,9.824728e-19,9.882405e-23,8.4610253e-17,2.1491844e-20
첫/Noun,6.442743e-20,7.291969e-24,2.3240429e-21,5.9769325e-21
면/Noun,5.0240044e-15,1.6181315e-18,4.644435e-18,5.2969184e-16
아프다/Adjective,8.6077713e-20,1.3685353e-20,4.175059e-19,5.426889e-19
빠지다/Verb,6.127199e-20,1.6546877e-23,3.5872504e-22,1.564891e-20
꿀/Noun,1.0087492e-18,1.8568551e-24,3.7345354e-22,6.036418e-20
오기/Noun,1.6931113e-18,1.798253e-21,9.02187e-19,5.017143e-17
담배/Noun,1.5072047e-20,4.919897e-24,3.8155378e-21,6.380303e-20
겁나다/Verb,9.902771e-18,9.852565e-21,3.9385563e-17,7.919425e-19
묻다/Verb,1.6555577e-17,6.314413e-22,4.5083784e-19,1.6644784e-19
프린스/Noun,5.303924e-20,6.141274e-24,2.4804117e-22,1.4478178e-20
말씀/Noun,7.157822e-20,1.3345892e-23,9.436292e-17,5.4019127e-21
행복하다/Adjective,2.5492182e-16,7.63091e-23,5.6070655e-19,4.468693e-17
다소/Noun,5.894763e-20,7.1028206e-21,1.1755009e-21,1.9466915e-20
그릇/Noun,9.236583e-21,5.6565524e-23,1.1261694e-19,5.5490967e-21
바라다/Verb,1.7306978e-19,4.5325774e-24,1.1585635e-18,1.2337404e-19
준/Noun,3.8396665e-17,2.4679547e-21,1.3393663e-18,9.802e-20
특색/Noun,2.7737208e-18,2.8309074e-20,6.072862e-21,3.0510127e-17
진/Noun,6.824397e-18,2.7563235e-21,1.8990385e-19,3.6861654e-18
아보카도/Noun,3.675843e-19,1.0167603e-21,6.940583e-22,2.3788575e-20
결국/Adverb,5.7045558e-21,7.885243e-26,1.6994436e-21,2.0788347e-23
코코넛/Noun,2.0627014e-18,2.2561503e-22,7.2863045e-22,2.68339e-20
일/Modifier,6.703848e-18,5.1841374e-22,5.121677e-19,3.557821e-18
전문점/Noun,2.7575596e-17,1.478843e-19,6.908199e-22,2.0703402e-18
점도/Noun,5.1273477e-18,2.572238e-19,2.8236182e-19,2.9876983e-19
기준/Noun,4.39242e-17,5.8412385e-21,1.873938e-19,3.4031151e-19
베리/Noun,4.0052962e-18,2.2642476e-21,7.0799275e-23,2.4358479e-19
