,커피/Noun,가격/Noun,직원/Noun,분위기/Noun
자릿값/Noun,2.7729858e-14,9.704245e-16,4.399832e-17,2.5754555e-14
낫/Noun,3.582212e-14,1.8389568e-17,2.1819072e-18,9.497984e-15
정갈하다/Adjective,4.385928e-15,1.0960396e-19,3.587875e-17,1.0006745e-13
급하다/Adjective,1.1846595e-17,6.6104303e-23,1.6296908e-18,6.9871083e-19
오미자/Noun,9.688857e-16,2.1936798e-21,5.140153e-19,1.0869731e-15
타탄/Noun,1.2233949e-15,5.1461515e-21,2.828286e-19,9.419711e-17
오리진/Noun,3.6325782e-17,1.5693799e-21,3.822095e-20,6.072245e-18
칼/Noun,1.1332777e-16,2.775189e-20,3.0231253e-18,3.5343244e-18
머리카락/Noun,1.4003975e-18,1.6469365e-22,1.4110957e-18,4.7086543e-19
적당/Noun,5.197995e-16,6.831862e-21,2.9447995e-21,3.779633e-17
라인/Noun,1.4347949e-17,5.0878296e-20,2.3379358e-18,4.994991e-17
상상/Noun,7.9731165e-17,2.0930893e-20,1.2711662e-19,9.128082e-18
앤티크/Noun,5.509103e-15,4.606826e-21,4.345434e-19,1.0882474e-14
속/Modifier,1.4327816e-14,1.7166016e-18,3.5967414e-17,1.1118504e-15
반하다/Adjective,2.1863597e-15,4.4608862e-20,1.8063823e-18,8.278278e-17
썩다/Verb,6.8628026e-17,7.6943155e-22,1.6399121e-18,3.8004793e-18
중독/Noun,2.4017139e-15,3.369375e-19,1.3403164e-19,5.5129473e-16
저번/Noun,9.450386e-15,1.9372168e-20,1.3840362e-16,6.3559987e-16
네이버/Noun,2.190472e-18,2.0995896e-21,3.2087837e-18,2.002054e-19
음식점/Noun,5.439084e-16,7.663127e-20,2.8387737e-17,2.6319668e-15
사랑스럽다/Adjective,1.1791917e-15,6.615457e-21,6.4430416e-19,9.109447e-16
히프/Noun,5.996205e-14,2.9800606e-19,2.6886079e-18,3.0274364e-14
성/Modifier,2.7654286e-17,9.4588736e-20,2.3044579e-17,5.2656478e-17
자마자/Noun,2.4000602e-19,1.1294885e-23,7.3469376e-19,8.749329e-20
낫다/Noun,1.1343076e-15,3.4698254e-19,1.7769045e-19,7.24975e-18
태어나다/Verb,3.359882e-16,2.137524e-21,2.0132594e-18,4.017017e-18
슬프다/Adjective,1.14837525e-14,2.2103225e-19,4.889663e-16,1.6371893e-15
흘리다/Verb,3.326975e-17,4.2054394e-22,3.3173308e-17,1.5387642e-17
조/Noun,1.8061172e-14,4.4835273e-19,7.2069587e-17,3.991042e-15
실제/Noun,3.98985e-17,2.0030014e-19,1.589465e-16,2.947763e-16
플레/Noun,3.2768538e-19,2.9066747e-21,1.9257209e-22,3.4557574e-19
창렬/Noun,2.8604858e-14,1.6942833e-15,2.67326e-16,1.8505429e-14
연인/Noun,3.816506e-17,2.2637356e-23,1.7951168e-18,4.9331262e-17
달기/Noun,1.8885033e-14,1.6621697e-18,5.539866e-17,9.073655e-16
심플/Noun,1.0498287e-13,7.082157e-19,9.363357e-17,6.5148494e-12
살살/Noun,2.9265852e-17,7.864685e-21,3.4681034e-20,8.79179e-19
상관없다/Adjective,8.2331846e-16,1.8747325e-18,9.072884e-18,2.1903228e-17
프/Noun,3.9682096e-15,1.107877e-19,7.9424526e-18,2.6098604e-16
엉/Exclamation,4.9073616e-15,1.534027e-19,3.352263e-17,1.537305e-15
시도/Noun,8.41695e-18,5.785151e-23,1.3891596e-19,3.7334588e-19
싹수/Noun,4.9958675e-17,1.6131677e-21,1.084003e-17,9.526127e-18
극/Modifier,6.765199e-17,2.2223448e-19,1.0091693e-17,1.2700092e-17
차리다/Verb,1.5300445e-15,5.331692e-21,8.131547e-18,3.8300297e-15
번잡/Noun,4.0004115e-17,1.3777032e-18,7.301341e-19,8.686891e-16
터키/Noun,2.350907e-15,1.6183953e-20,6.864366e-19,1.8643864e-16
나이/Noun,1.158578e-16,1.4162387e-20,1.6332782e-15,1.2566935e-17
부탁/Noun,3.3779753e-17,2.814818e-21,7.5983143e-17,1.6209055e-18
강릉/Noun,2.0182731e-18,1.1403215e-21,1.7060503e-20,1.5177647e-18
이디야/Noun,1.04481866e-13,4.828916e-17,2.2491035e-15,5.8327506e-15
심심하다/Adjective,3.5828884e-14,1.1646032e-18,8.234899e-19,3.9042595e-15
햄/Noun,3.231808e-16,2.2679731e-21,5.412355e-19,1.445039e-17
쟁반/Noun,5.9131023e-18,4.7647683e-22,3.0644955e-18,2.4048718e-19
키우다/Verb,4.831457e-18,3.3728547e-22,2.5949654e-19,3.7195574e-18
넘어가다/Verb,6.707689e-17,3.7626378e-20,1.6246699e-17,2.806138e-18
모델링/Noun,2.0310312e-19,3.479428e-23,1.4450879e-18,8.428287e-19
만점/Noun,2.370168e-15,8.142655e-19,5.261291e-17,5.8542814e-16
세/Modifier,1.3912452e-17,2.0834652e-21,3.8976745e-19,8.710741e-18
충실하다/Adjective,1.3261145e-15,4.7670667e-19,4.0137218e-19,5.72646e-16
약속/Noun,1.0490738e-17,9.955404e-21,1.2087664e-18,2.1945203e-18
서울대/Noun,1.1844839e-16,3.3831655e-21,6.339354e-19,1.2574176e-17
할리스/Noun,6.579083e-16,2.4390002e-19,3.6731815e-18,4.474068e-16
참깨/Noun,1.071457e-15,2.9521682e-20,3.0600433e-19,3.453063e-15
창고/Noun,1.5639283e-15,3.2835857e-19,4.3207763e-17,1.6605158e-14
기르다/Verb,1.5866549e-15,6.398168e-20,1.0635882e-17,5.9757163e-16
옷/Noun,5.165067e-15,2.5469856e-21,2.1260467e-16,1.8826771e-14
점주/Noun,1.4368544e-17,6.919864e-20,4.302403e-18,3.0101807e-17
워/Noun,1.4217468e-16,5.6201844e-22,7.32453e-17,1.2875318e-16
싱겁다/Adjective,1.2860444e-16,1.1081764e-20,1.4047252e-19,6.088734e-19
머물다/Verb,1.3955567e-16,4.9521405e-21,3.2829706e-20,3.149822e-16
인근/Noun,5.909359e-14,1.2703095e-17,7.713344e-18,3.292776e-14
사악/Noun,8.301751e-15,5.1209755e-18,1.9984755e-19,2.0906529e-15
젤라또/Noun,5.5323737e-15,7.955787e-20,1.7590055e-19,2.190133e-15
역대/Noun,4.295142e-16,1.0419889e-20,2.6634351e-14,1.5645054e-17
가로수/Noun,4.9271083e-17,3.5999874e-21,5.6342252e-21,4.1845505e-17
레이/Noun,6.261992e-17,4.6256154e-21,2.0672614e-19,2.3593417e-16
아무/Modifier,1.2700534e-16,1.5285881e-20,4.250478e-18,8.5163243e-19
묵직하다/Adjective,7.415041e-13,2.7255133e-19,7.7689796e-18,2.1316433e-15
길이/Noun,4.172186e-15,5.1399204e-18,6.137432e-17,1.6103851e-14
욤/Noun,3.700325e-14,2.9858313e-18,2.889489e-14,1.5437678e-13
덩어리/Noun,7.403947e-17,1.533815e-21,1.9764964e-19,4.6392264e-19
최소한/Noun,2.3076788e-16,6.2493586e-20,6.0249255e-17,1.5403331e-16
지르다/Verb,3.752894e-18,3.6323574e-24,4.503359e-19,2.319484e-19
지고/Noun,4.252199e-17,1.2355429e-21,1.3480045e-16,1.9039576e-18
남녀/Noun,1.9130745e-16,3.523647e-19,1.1028813e-17,4.1429563e-15
각/Noun,1.5309144e-15,9.717418e-19,6.203456e-17,7.4298986e-15
거고/Eomi,6.903982e-15,7.861334e-19,1.6605915e-18,1.3267768e-16
찝찝하다/Adjective,6.133941e-18,2.0476157e-20,2.1355977e-16,5.7504934e-17
이태원/Noun,1.1270532e-14,3.2907333e-19,1.8572452e-16,6.1733435e-14
조리/Noun,5.52471e-18,1.5906567e-20,6.105414e-18,3.883164e-17
팍팍/Adverb,1.460812e-18,1.8837828e-22,2.6784108e-19,8.016441e-20
비어/Noun,2.0644827e-16,1.2793926e-19,5.049168e-17,4.671519e-16
그동안/Noun,5.324328e-16,2.5288042e-21,1.9566105e-18,6.2427648e-18
하나같이/Adverb,8.283329e-14,1.0940517e-18,4.6176403e-16,8.7413414e-16
혀/Noun,1.2121351e-14,2.6483667e-20,4.6501632e-17,6.4640234e-17
피해/Noun,4.4272604e-16,3.8383277e-20,2.8562295e-17,4.7204236e-16
컵케이크/Noun,7.722101e-15,1.3917373e-19,3.9463487e-16,8.645398e-17
주기/Noun,8.092071e-16,2.9263587e-19,2.5646585e-16,2.0623574e-16
형편/Noun,5.887873e-17,3.3814285e-18,3.559017e-17,5.7681546e-18
직/Noun,1.4326894e-17,1.4218034e-20,1.268576e-17,4.693539e-18
행동/Noun,1.000133e-16,2.2622542e-20,3.633949e-14,1.6871033e-17
치아바타/Noun,1.641642e-15,1.7625849e-20,1.8087611e-18,3.2298346e-17
만화책/Noun,2.998574e-15,1.8994877e-19,4.127113e-18,4.493484e-15
스벅/Noun,1.9851686e-14,3.0465337e-18,1.3880023e-15,9.937753e-15
곱다/Adjective,5.0287397e-15,3.1161385e-19,4.4759248e-18,1.9662781e-17
꽂다/Verb,1.1016372e-16,4.419184e-21,3.9469167e-18,2.2682718e-17
화가/Noun,4.6920864e-19,3.3882268e-22,3.48378e-18,5.0671466e-19
미숫가루/Noun,2.5981696e-15,1.4562759e-20,2.0108638e-19,1.381357e-16
스노/Noun,3.312594e-14,4.7180165e-21,2.8534941e-18,3.4069526e-16
프릳츠/Noun,1.9888729e-16,3.3810513e-20,1.4496533e-19,5.412606e-18
골목길/Noun,5.834306e-16,5.337393e-20,1.3728909e-20,8.1116695e-15
질리다/Verb,1.6726975e-17,2.5590158e-19,8.888162e-20,2.0409815e-18
창문/Noun,1.3099444e-16,1.3107008e-21,9.491916e-19,3.794517e-15
크리스마스/Noun,2.3318748e-14,1.772904e-18,1.6277113e-15,3.301316e-14
래서/Noun,1.2939566e-17,1.8985584e-21,2.2269274e-19,2.1267677e-17
사르르/Noun,2.8881248e-16,1.3222929e-19,2.496658e-19,2.7262944e-18
위주/Noun,4.3559982e-15,2.5390903e-20,1.5234666e-18,6.243102e-17
물씬/Noun,4.6805807e-16,9.906755e-22,1.6721018e-20,2.125682e-16
모으다/Verb,2.1866007e-16,2.35317e-21,5.2960387e-20,1.8370217e-17
시대/Noun,1.6465826e-17,1.1317329e-20,1.1493426e-16,8.751442e-18
급/Noun,1.01389e-14,2.2166626e-20,9.1750754e-17,2.6893288e-16
대전/Noun,1.2843157e-13,3.5977983e-17,5.701345e-18,2.7171203e-15
란/Noun,2.6862233e-15,3.0210342e-21,2.2704708e-17,8.480671e-17
베네딕트/Noun,1.2306029e-15,3.8720368e-19,3.7522482e-19,2.118565e-17
아무렇다/Adjective,1.814853e-15,1.2519456e-19,5.16087e-16,4.0485707e-17
도착/Noun,5.0600457e-16,7.763783e-21,4.3507794e-17,1.845261e-16
던데/Noun,3.4879586e-16,6.6023753e-20,3.318962e-18,3.060222e-17
공/Noun,2.1311798e-15,6.6135392e-21,1.1432507e-17,1.3202133e-16
똑같이/Adverb,3.3427128e-16,3.7322602e-20,2.2621702e-18,5.480295e-18
암튼/Adverb,3.0310762e-14,4.2027694e-18,1.4008217e-15,2.3767164e-13
품질/Noun,1.5020279e-12,1.6898932e-16,1.9439044e-17,2.5765167e-14
행복/Noun,1.1378711e-13,3.7188037e-19,3.6658904e-17,1.7430293e-14
적임/Noun,2.2013402e-15,4.1387302e-19,4.838816e-18,1.7638876e-15
연한/Noun,4.84272e-15,2.9960753e-19,2.6756447e-18,4.3997504e-16
과자/Noun,2.5754725e-16,5.2468124e-20,5.0867456e-19,7.122397e-17
체인점/Noun,5.1745168e-14,3.3098712e-18,2.837615e-17,7.61184e-15
거도/Noun,7.4807165e-16,3.5377217e-19,7.036305e-17,2.132846e-16
세우다/Verb,2.9869817e-18,2.5014602e-21,5.881985e-19,2.2312388e-19
아기/Noun,4.4095485e-15,2.6846302e-19,3.5382015e-15,7.228608e-15
돼지/Noun,1.6767543e-17,5.720529e-21,5.3931825e-21,1.6164771e-19
무지/Noun,1.4647134e-13,5.8355905e-18,1.2319417e-15,2.1251569e-14
익/Noun,9.928115e-14,5.3250563e-17,7.7300796e-17,6.468917e-14
여러/Modifier,1.517586e-17,1.9107785e-22,2.4583742e-18,1.0280929e-16
모로/Noun,7.486733e-18,3.1165022e-22,8.326287e-18,1.9977543e-16
핑크/Noun,9.4736936e-17,4.926083e-21,3.612053e-20,5.1313815e-17
셋/Noun,7.6300907e-17,5.6627327e-21,1.30682e-16,5.7695874e-17
판/Noun,1.1816233e-15,3.2366133e-20,5.024169e-18,2.3008565e-17
개판/Noun,1.3299235e-16,5.288549e-20,7.701824e-17,2.3432493e-17
화/Noun,2.468328e-16,1.067334e-20,1.8340389e-17,9.554883e-17
싸우다/Verb,2.3469708e-17,9.86516e-22,1.0402844e-14,9.854948e-18
폰/Noun,1.1045407e-16,1.4161302e-21,2.1000035e-16,1.8660003e-17
턱/Noun,5.5190887e-17,1.4270037e-20,3.855167e-16,2.8388047e-18
대도/Noun,7.583901e-15,7.1896835e-18,1.2388153e-18,1.6228444e-15
샌드/Noun,3.2090308e-13,5.435614e-18,2.8912758e-17,1.3174753e-14
여태/Noun,1.1049121e-15,1.3328302e-21,1.8884356e-17,2.397583e-17
저렴/Noun,7.875363e-16,2.2873968e-17,4.594563e-19,1.1978293e-16
스프/Noun,7.7058505e-17,3.7564817e-22,2.1973408e-20,1.7229915e-18
금액/Noun,2.3110992e-14,6.153285e-15,4.6537684e-16,4.758444e-16
전시회/Noun,1.1545906e-14,1.758629e-20,1.9884462e-18,5.4862463e-14
겁니다/Verb,5.290116e-15,7.5073736e-20,1.0020845e-16,4.253886e-17
겪다/Verb,1.9270862e-16,9.405295e-21,1.1147213e-15,5.6976676e-19
다쿠/Noun,1.9881847e-14,7.338586e-20,2.3088133e-17,4.535326e-17
안다/Verb,5.6590546e-16,2.8098737e-20,6.8378435e-18,2.2960178e-16
이대/Noun,1.6917645e-15,2.9645368e-20,1.2167653e-18,3.30561e-16
겨우/Noun,5.5485184e-16,1.8847902e-21,1.2476174e-18,5.564328e-17
창밖/Noun,1.5552651e-16,6.5926578e-21,7.3676776e-19,2.3611075e-15
늘리다/Verb,5.570229e-18,2.4944973e-19,3.2350858e-18,7.391216e-18
다락방/Noun,2.2652295e-16,8.073484e-22,1.7401713e-19,3.3401402e-15
별다방/Noun,1.5057489e-15,6.263058e-20,3.7390453e-19,6.3022306e-16
호밀/Noun,2.916242e-14,4.518054e-19,2.343892e-18,2.4260588e-16
기간/Noun,2.3289923e-16,1.2611867e-20,5.763231e-17,2.2015825e-16
뚜껑/Noun,3.2668972e-17,4.1229545e-20,3.4483845e-18,2.5151372e-18
깜놀/Noun,6.747551e-15,3.003455e-20,9.828068e-18,8.1177944e-16
의심/Noun,2.632346e-17,7.906046e-21,1.1869621e-17,6.9314654e-19
비누/Noun,4.9499404e-17,9.981034e-21,5.3633008e-17,9.016507e-18
남편/Noun,6.629397e-15,3.6425916e-20,5.1314377e-18,3.3155883e-15
시큼하다/Adjective,2.2615352e-15,1.272839e-21,8.0365006e-19,1.1034704e-17
산모퉁이/Noun,1.4931587e-12,2.3316387e-18,2.8914965e-17,5.6860034e-13
타워/Noun,2.2674057e-18,3.3452398e-23,2.7824504e-20,8.808312e-18
